region_name,year,y_test,y_pred
Cherkaska,2012,43.6,39.49198756089827
Chernihivska,2012,35.8,40.307393535880195
Chernivetska,2012,37.2,46.93878916898515
Dnipropetrovska,2012,16.6,23.247530417509143
Donetska,2012,22.7,30.452959303740815
Kharkivska,2012,29.0,30.8464102385084
Khmelnytska,2012,40.1,41.75325894984036
Kirovohradska,2012,27.9,29.92118794547503
Luhanska,2012,26.9,32.52942517216525
Lvivska,2012,35.7,45.25447936115131
Mykolaivska,2012,17.3,25.0995077173629
Odeska,2012,19.4,27.844679321556573
Poltavska,2012,31.7,36.309436524958954
Rivnenska,2012,36.0,42.1224629883461
Sumska,2012,35.4,37.68093837095908
Ternopilska,2012,37.2,43.56956661925254
Vinnytska,2012,39.0,39.842810617250834
Volynska,2012,33.6,38.63094565725589
Zakarpatska,2012,30.6,35.03012728865315
Zaporizka,2012,17.5,26.57735577740245
Zhytomyrska,2012,32.9,40.13595036449283
Cherkaska,2013,51.2,50.47362229581989
Chernihivska,2013,37.0,41.7498906562577
Chernivetska,2013,34.0,45.033306152900366
Dnipropetrovska,2013,33.5,37.87648038266676
Donetska,2013,31.9,34.13338804502951
Kharkivska,2013,43.3,40.03842120374379
Khmelnytska,2013,38.9,48.935530470857415
Kirovohradska,2013,41.2,44.782193718999494
Luhanska,2013,23.5,32.66787135892316
Lvivska,2013,36.1,53.101511318668784
Mykolaivska,2013,30.1,38.91552569706147
Odeska,2013,32.3,38.57443133675217
Poltavska,2013,45.2,44.88281225379795
Rivnenska,2013,33.0,46.51806080791915
Sumska,2013,43.5,47.36422849840148
Ternopilska,2013,35.0,48.22402477306166
Vinnytska,2013,42.8,49.252804426832896
Volynska,2013,36.0,46.69993338046053
Zakarpatska,2013,32.1,37.9189989137071
Zaporizka,2013,26.1,33.45918057028927
Zhytomyrska,2013,30.6,48.554753447534964
Cherkaska,2014,50.4,45.28759586054626
Chernihivska,2014,45.3,45.450856654392894
Chernivetska,2014,47.7,44.837969372581725
Dnipropetrovska,2014,34.2,34.820146090699836
Donetska,2014,38.5,36.64073767705813
Kharkivska,2014,48.8,41.77886758956507
Khmelnytska,2014,52.9,42.92153763923358
Kirovohradska,2014,43.5,39.449744229511836
Luhanska,2014,36.3,36.337739125532295
Lvivska,2014,45.4,41.432705641772
Mykolaivska,2014,33.6,30.000191939915936
Odeska,2014,34.1,31.561959029882388
Poltavska,2014,44.0,45.688729844264
Rivnenska,2014,43.3,41.756406483154365
Sumska,2014,49.6,45.5763190129438
Ternopilska,2014,49.1,45.15761577098655
Vinnytska,2014,51.3,44.32037301941392
Volynska,2014,41.1,39.9113012513686
Zakarpatska,2014,34.4,30.189706142120755
Zaporizka,2014,30.1,30.887747634894865
Zhytomyrska,2014,39.3,40.824280185178694
Cherkaska,2015,50.5,50.56345139001799
Chernihivska,2015,37.9,46.7954682653332
Chernivetska,2015,47.1,42.73548200454864
Dnipropetrovska,2015,34.1,38.295164805891034
Donetska,2015,31.5,34.92595945494048
Kharkivska,2015,39.3,38.52521241471868
Khmelnytska,2015,55.8,43.893233466399224
Kirovohradska,2015,36.8,43.11995014839451
Luhanska,2015,26.7,32.767219581601054
Lvivska,2015,46.4,45.85452136665653
Mykolaivska,2015,34.2,36.43300462002223
Odeska,2015,32.1,35.60950346550335
Poltavska,2015,43.7,48.37712845849575
Rivnenska,2015,43.7,39.715543404542444
Sumska,2015,44.2,47.51255881516944
Ternopilska,2015,48.8,44.324109070939954
Vinnytska,2015,48.0,41.81333699697197
Volynska,2015,45.0,38.41031258348811
Zakarpatska,2015,34.6,34.262849609917396
Zaporizka,2015,31.4,36.065434723533926
Zhytomyrska,2015,43.9,38.87417836478572
Cherkaska,2016,52.6,47.48124686217406
Chernihivska,2016,42.2,45.667971880166746
Chernivetska,2016,39.0,40.91460084019634
Dnipropetrovska,2016,34.6,35.53032160391555
Donetska,2016,37.6,31.98270434423168
Kharkivska,2016,44.5,39.53272087612085
Khmelnytska,2016,55.7,44.011240544351054
Kirovohradska,2016,41.1,40.18680144681004
Luhanska,2016,35.8,35.851559680358264
Lvivska,2016,46.6,49.07813645261062
Mykolaivska,2016,36.1,33.94639886135653
Odeska,2016,38.5,38.353943982965944
Poltavska,2016,45.1,46.54770175492557
Rivnenska,2016,44.3,45.83648766466682
Sumska,2016,42.3,47.81036127447186
Ternopilska,2016,49.2,43.913635440737735
Vinnytska,2016,57.1,50.77066631445983
Volynska,2016,42.1,45.30632418910288
Zakarpatska,2016,34.5,39.56322356538716
Zaporizka,2016,31.6,29.739372210529485
