region_name,year,y_test,y_pred
Cherkaska,2012,43.6,56.02
Chernihivska,2012,35.8,42.900000000000006
Chernivetska,2012,37.2,50.339999999999996
Dnipropetrovska,2012,16.6,48.10000000000001
Donetska,2012,22.7,33.375
Kharkivska,2012,29.0,48.10000000000001
Khmelnytska,2012,40.1,42.900000000000006
Kirovohradska,2012,27.9,48.10000000000001
Luhanska,2012,26.9,33.375
Lvivska,2012,35.7,45.633333333333326
Mykolaivska,2012,17.3,34.44285714285714
Odeska,2012,19.4,34.44285714285714
Poltavska,2012,31.7,48.10000000000001
Rivnenska,2012,36.0,42.900000000000006
Sumska,2012,35.4,39.275
Ternopilska,2012,37.2,45.633333333333326
Vinnytska,2012,39.0,47.22500000000001
Volynska,2012,33.6,45.633333333333326
Zakarpatska,2012,30.6,37.51666666666666
Zaporizka,2012,17.5,24.3
Zhytomyrska,2012,32.9,42.900000000000006
Cherkaska,2013,51.2,45.18000000000001
Chernihivska,2013,37.0,39.416666666666664
Chernivetska,2013,34.0,46.785714285714285
Dnipropetrovska,2013,33.5,33.239999999999995
Donetska,2013,31.9,33.239999999999995
Kharkivska,2013,43.3,34.42857142857142
Khmelnytska,2013,38.9,45.325
Kirovohradska,2013,41.2,45.325
Luhanska,2013,23.5,28.166666666666668
Lvivska,2013,36.1,39.416666666666664
Mykolaivska,2013,30.1,33.239999999999995
Odeska,2013,32.3,33.239999999999995
Poltavska,2013,45.2,42.62
Rivnenska,2013,33.0,46.785714285714285
Sumska,2013,43.5,39.416666666666664
Ternopilska,2013,35.0,45.325
Vinnytska,2013,42.8,45.325
Volynska,2013,36.0,46.785714285714285
Zakarpatska,2013,32.1,41.66
Zaporizka,2013,26.1,33.239999999999995
Zhytomyrska,2013,30.6,50.2
Cherkaska,2014,50.4,44.56666666666667
Chernihivska,2014,45.3,34.55
Chernivetska,2014,47.7,43.442857142857136
Dnipropetrovska,2014,34.2,38.35
Donetska,2014,38.5,39.48571428571428
Kharkivska,2014,48.8,39.48571428571428
Khmelnytska,2014,52.9,41.65714285714285
Kirovohradska,2014,43.5,34.55
Luhanska,2014,36.3,39.48571428571428
Lvivska,2014,45.4,43.442857142857136
Mykolaivska,2014,33.6,38.35
Odeska,2014,34.1,33.300000000000004
Poltavska,2014,44.0,34.55
Rivnenska,2014,43.3,43.442857142857136
Sumska,2014,49.6,34.55
Ternopilska,2014,49.1,43.442857142857136
Vinnytska,2014,51.3,41.65714285714285
Volynska,2014,41.1,50.1
Zakarpatska,2014,34.4,35.583333333333336
Zaporizka,2014,30.1,26.75
Zhytomyrska,2014,39.3,41.65714285714285
Cherkaska,2015,50.5,44.725
Chernihivska,2015,37.9,44.725
Chernivetska,2015,47.1,43.650000000000006
Dnipropetrovska,2015,34.1,37.86
Donetska,2015,31.5,33.2
Kharkivska,2015,39.3,33.2
Khmelnytska,2015,55.8,49.54
Kirovohradska,2015,36.8,44.725
Luhanska,2015,26.7,33.2
Lvivska,2015,46.4,48.699999999999996
Mykolaivska,2015,34.2,37.86
Odeska,2015,32.1,34.9
Poltavska,2015,43.7,50.25
Rivnenska,2015,43.7,43.650000000000006
Sumska,2015,44.2,44.725
Ternopilska,2015,48.8,43.650000000000006
Vinnytska,2015,48.0,39.325
Volynska,2015,45.0,44.12
Zakarpatska,2015,34.6,38.125
Zaporizka,2015,31.4,32.15
Zhytomyrska,2015,43.9,49.54
Cherkaska,2016,52.6,52.01666666666667
Chernihivska,2016,42.2,47.625
Chernivetska,2016,39.0,43.24285714285714
Dnipropetrovska,2016,34.6,37.028571428571425
Donetska,2016,37.6,32.5
Kharkivska,2016,44.5,45.839999999999996
Khmelnytska,2016,55.7,33.114285714285714
Kirovohradska,2016,41.1,41.31428571428571
Luhanska,2016,35.8,37.028571428571425
Lvivska,2016,46.6,47.3
Mykolaivska,2016,36.1,32.5
Odeska,2016,38.5,32.5
Poltavska,2016,45.1,41.45
Rivnenska,2016,44.3,45.225
Sumska,2016,42.3,47.625
Ternopilska,2016,49.2,45.225
Vinnytska,2016,57.1,43.24285714285714
Volynska,2016,42.1,36.6
Zakarpatska,2016,34.5,33.114285714285714
Zaporizka,2016,31.6,31.425000000000004
Zhytomyrska,2016,44.9,52.01666666666667
Cherkaska,2017,37.4,47.214285714285715
Chernihivska,2017,46.9,41.25000000000001
Chernivetska,2017,50.8,50.02
Dnipropetrovska,2017,35.9,30.875
Donetska,2017,40.1,32.339999999999996
Kharkivska,2017,46.7,35.8
Khmelnytska,2017,58.9,41.25000000000001
Kirovohradska,2017,33.9,27.014285714285712
Luhanska,2017,38.8,35.8
Lvivska,2017,48.9,46.125
Mykolaivska,2017,34.8,35.271428571428565
Odeska,2017,38.8,35.271428571428565
Poltavska,2017,40.1,47.214285714285715
Rivnenska,2017,45.9,50.02
Sumska,2017,51.3,38.55
Ternopilska,2017,55.2,34.62
Vinnytska,2017,50.8,41.25000000000001
Volynska,2017,45.1,50.02
Zakarpatska,2017,32.9,31.85
Zaporizka,2017,33.3,32.339999999999996
Zhytomyrska,2017,42.5,41.25000000000001
Cherkaska,2018,48.3,41.6
Chernihivska,2018,41.3,45.849999999999994
Chernivetska,2018,43.7,46.525000000000006
Dnipropetrovska,2018,30.0,36.050000000000004
Donetska,2018,27.1,36.050000000000004
Kharkivska,2018,33.7,27.014285714285712
Khmelnytska,2018,54.4,38.45
Kirovohradska,2018,36.2,36.050000000000004
Luhanska,2018,29.3,36.050000000000004
Lvivska,2018,45.5,47.54
Mykolaivska,2018,31.2,33.5
Odeska,2018,37.3,33.5
Poltavska,2018,42.9,45.849999999999994
Rivnenska,2018,45.0,38.45
Sumska,2018,50.0,45.849999999999994
Ternopilska,2018,51.2,38.45
Vinnytska,2018,51.5,41.6
Volynska,2018,42.8,34.1
Zakarpatska,2018,30.7,34.1
Zaporizka,2018,25.8,27.014285714285712
Zhytomyrska,2018,41.6,41.6
Cherkaska,2019,54.4,49.37499999999999
Chernihivska,2019,46.3,49.37499999999999
Chernivetska,2019,41.9,44.07142857142857
Dnipropetrovska,2019,37.0,37.52857142857143
Donetska,2019,37.2,37.52857142857143
Kharkivska,2019,42.1,24.675
Khmelnytska,2019,57.4,49.720000000000006
Kirovohradska,2019,43.8,37.52857142857143
Luhanska,2019,36.2,37.48571428571428
Lvivska,2019,47.8,41.9
Mykolaivska,2019,36.3,19.799999999999997
Odeska,2019,30.5,37.52857142857143
Poltavska,2019,48.0,40.94
Rivnenska,2019,44.1,45.075
Sumska,2019,48.3,39.575
Ternopilska,2019,51.1,44.07142857142857
Vinnytska,2019,55.2,49.37499999999999
Volynska,2019,43.9,41.9
Zakarpatska,2019,34.0,46.425
Zaporizka,2019,35.9,19.799999999999997
Zhytomyrska,2019,48.2,45.0
Cherkaska,2020,43.5,52.06666666666666
Chernihivska,2020,47.6,43.325
Chernivetska,2020,36.9,42.760000000000005
Dnipropetrovska,2020,38.6,36.6
Donetska,2020,39.3,36.6
Kharkivska,2020,50.5,36.6
Khmelnytska,2020,45.9,42.760000000000005
Kirovohradska,2020,36.0,36.6
Luhanska,2020,37.8,36.6
Lvivska,2020,44.9,45.7
Mykolaivska,2020,27.0,29.620000000000005
Odeska,2020,17.8,29.620000000000005
Poltavska,2020,44.8,35.075
Rivnenska,2020,43.8,45.7
Sumska,2020,52.3,40.45
Ternopilska,2020,47.0,52.06666666666666
Vinnytska,2020,42.7,52.06666666666666
Volynska,2020,44.1,43.0
Zakarpatska,2020,34.0,34.22
Zaporizka,2020,31.0,36.6
Zhytomyrska,2020,41.1,35.075
