region_name,year,y_test,y_pred
Cherkaska,2012,43.6,41.41405188573659
Chernihivska,2012,35.8,46.015076198339344
Chernivetska,2012,37.2,51.14539393125927
Dnipropetrovska,2012,16.6,27.404134651936896
Donetska,2012,22.7,30.63216076289202
Kharkivska,2012,29.0,37.13986727890271
Khmelnytska,2012,40.1,47.10355298468243
Kirovohradska,2012,27.9,31.64371813548328
Luhanska,2012,26.9,30.540634920744814
Lvivska,2012,35.7,44.04293769464785
Mykolaivska,2012,17.3,32.59458069825947
Odeska,2012,19.4,34.273639492733146
Poltavska,2012,31.7,45.33457444069585
Rivnenska,2012,36.0,46.09546848955283
Sumska,2012,35.4,47.867091211993014
Ternopilska,2012,37.2,47.01685730127521
Vinnytska,2012,39.0,41.718898306332434
Volynska,2012,33.6,46.790806242400485
Zakarpatska,2012,30.6,33.41205217418061
Zaporizka,2012,17.5,28.06536743236619
Zhytomyrska,2012,32.9,48.15721068608495
Cherkaska,2013,51.2,49.6378002750456
Chernihivska,2013,37.0,44.82533729060354
Chernivetska,2013,34.0,49.25979857709496
Dnipropetrovska,2013,33.5,33.23560186907519
Donetska,2013,31.9,25.143221543755008
Kharkivska,2013,43.3,37.37171963842729
Khmelnytska,2013,38.9,52.51350155078862
Kirovohradska,2013,41.2,45.89066295503976
Luhanska,2013,23.5,24.5202910979691
Lvivska,2013,36.1,46.02747573951436
Mykolaivska,2013,30.1,35.16756944207804
Odeska,2013,32.3,36.17908299834272
Poltavska,2013,45.2,43.041314678175304
Rivnenska,2013,33.0,46.987559038969536
Sumska,2013,43.5,46.42857433848183
Ternopilska,2013,35.0,49.686764402864
Vinnytska,2013,42.8,52.210680552023504
Volynska,2013,36.0,46.13029614040678
Zakarpatska,2013,32.1,32.14840124037501
Zaporizka,2013,26.1,27.314661338519997
Zhytomyrska,2013,30.6,54.05005553780074
Cherkaska,2014,50.4,53.17079436022014
Chernihivska,2014,45.3,46.57784774076967
Chernivetska,2014,47.7,48.326127846881576
Dnipropetrovska,2014,34.2,35.35323986663013
Donetska,2014,38.5,34.955815390942696
Kharkivska,2014,48.8,43.114135426610375
Khmelnytska,2014,52.9,47.38253943325477
Kirovohradska,2014,43.5,38.144717680351576
Luhanska,2014,36.3,37.51364268528741
Lvivska,2014,45.4,46.21862260575892
Mykolaivska,2014,33.6,32.76751475000497
Odeska,2014,34.1,34.24940005069142
Poltavska,2014,44.0,48.329797615017476
Rivnenska,2014,43.3,46.19889819492355
Sumska,2014,49.6,48.23853160872285
Ternopilska,2014,49.1,48.00211323100303
Vinnytska,2014,51.3,52.95971583080892
Volynska,2014,41.1,46.122815421240986
Zakarpatska,2014,34.4,33.986553997411995
Zaporizka,2014,30.1,34.11719177107127
Zhytomyrska,2014,39.3,49.615017600655065
Cherkaska,2015,50.5,48.60844281348336
Chernihivska,2015,37.9,45.30977901492268
Chernivetska,2015,47.1,44.71252576611911
Dnipropetrovska,2015,34.1,39.742453173354654
Donetska,2015,31.5,37.34078525245094
Kharkivska,2015,39.3,45.088142376687266
Khmelnytska,2015,55.8,49.466880245875956
