idx_x,idx_y,crop_ratio,overlap_ratio
37,29,0.0,0.5158568031854796
37,30,0.0,0.6411466795402041
37,31,0.0,0.058979221288690646
38,29,0.0,0.22791726528576942
38,30,2.1980506430868168e-05,1.0
38,31,5.66518742328392e-05,0.9266353098819274
38,32,0.0,0.08541245453350763
39,29,6.756586886564762e-05,0.7411806950769358
39,30,2.5219090851774793e-05,1.0
39,31,2.524834110508833e-05,1.0
39,32,0.0,0.9879540568293118
39,33,0.0,0.8196336753341558
39,34,3.3413525795241913e-05,0.7178353590079893
39,35,0.0009864388599448361,0.632573023435355
39,36,0.0002397127282664455,0.5196378700543962
39,37,0.002090650476292858,0.5753886746050637
39,38,0.030890378240667024,0.35505690131760687
39,39,0.008167659420850416,0.2743172857007515
39,40,0.056895659942634125,0.18175736176050053
39,41,0.002588908570649952,0.1292952861879365
40,29,5.037997521934969e-05,0.5236103000140879
40,30,5.049668221017666e-05,1.0
40,31,5.0695880167613254e-05,1.0
40,32,0.0,1.0
40,33,0.0,1.0
40,34,0.0006546650083953984,1.0
40,35,0.022823717948717948,1.0
40,36,0.01816935152355994,1.0
40,37,0.038246726413388776,1.0
40,38,0.045260606060606064,1.0
40,39,0.09332576064908722,1.0
40,40,0.0794720638967441,1.0
40,41,0.05110673159926381,1.0
40,42,0.005926063745579117,0.2696062069226957
41,30,0.00012684158120715132,0.31814337003574467
41,31,0.0,0.971191729426595
41,32,0.0,1.0
41,33,0.009303076618086242,1.0
41,34,0.004048115477145149,1.0
41,35,0.02561533323056369,1.0
41,36,0.02729840581953258,1.0
41,37,0.020541685873951686,1.0
41,38,0.04168906882591093,1.0
41,39,0.033967947593145,1.0
41,40,0.0919051965834257,1.0
41,41,0.06793547501911053,1.0
41,42,0.0824208986361042,1.0
41,43,0.0017379776140568422,0.1935367059309443
41,44,0.00010401497815685458,0.015130912179252352
42,31,0.002708248500962099,0.3617292453380485
42,32,0.019993919902718444,0.9883812293120041
42,33,0.002404494382022472,1.0
42,34,0.17620795362796218,1.0
42,35,0.045136899988543935,1.0
42,36,0.09500291375291375,1.0
42,37,0.008297104214812012,1.0
42,38,0.03289430894308943,1.0
42,39,0.025906938775510206,1.0
42,40,0.06575886831518392,1.0
42,41,0.10308303665076153,1.0
42,42,0.14294929283122568,1.0
42,43,0.08116834297479011,1.0
42,44,0.1026375349917608,0.9188862359337885
42,45,0.016108452950558214,0.7926742968147942
42,46,0.0004513898142472617,0.07367543161897212
42,47,0.0008596055495466623,0.026329396334255586
43,32,0.051811897106109325,0.12507652291699056
43,33,0.11595904489556963,0.7830961664506247
43,34,0.1039866809201921,0.9559595345123069
43,35,0.08907681465821,0.7987189095828726
43,36,0.08554864253393665,1.0
43,37,0.07084343079007713,1.0
43,38,0.14352706655120015,1.0
43,39,0.0115,1.0
43,40,0.026761342466068212,1.0
43,41,0.0396466332088968,1.0
43,42,0.09553575562743502,1.0
43,43,0.07234694944192151,1.0
43,44,0.11571305156831473,1.0
43,45,0.06692391877373159,1.0
43,46,0.2239445579028424,0.9541232744300018
43,47,0.06261606206751939,0.4276858239298987
43,48,0.004108913971821226,0.11675043886482617
43,49,0.008202051526314634,0.3539510218487732
43,50,0.0018982986498350854,0.06002846034459525
43,51,0.004280298397945457,0.21030713339183887
43,52,0.001517128069760678,0.248909443362749
43,54,0.0,0.0001999088073835716
44,34,0.11096518961687502,0.03245814906664143
44,35,0.04283383568841081,0.0035901370031022066
44,36,0.12305636064546452,0.967749690514266
44,37,0.18331371009942438,1.0
44,38,0.26557803619945136,1.0
44,39,0.055048870636550305,1.0
44,40,0.008209484536082475,1.0
44,41,0.001693055493493404,1.0
44,42,0.009877971179722403,1.0
44,43,0.023476988560787445,1.0
44,44,0.08103563998704365,1.0
44,45,0.12393952796429576,0.6464669224023192
44,46,0.11036946949045921,0.8625460984341605
44,47,0.1513580479659579,0.9153005009774118
44,48,0.10422483350139432,0.8125495889046134
44,49,0.10927335569649478,1.0
44,50,0.04166751660785074,0.8432671437579933
44,51,0.036231636837544434,0.9994329317207594
44,52,0.013863972501437923,1.0
44,53,0.005772005772005772,0.577337404555788
44,54,0.03795665389690034,0.7436810638209681
44,55,0.03078443466557475,0.0052200484891874776
45,35,0.14310396118904323,0.01847661830504776
45,36,0.06523083972963684,0.9974721978732695
45,37,0.2518155838707986,1.0
45,38,0.12268212927631633,0.9490335502671036
45,39,0.16539582181208884,0.970028159887997
45,40,0.14405797101449275,0.7697522173200891
45,41,0.02823022247482679,0.5366971492790146
45,42,0.12868244142705004,0.3592236991607897
45,43,0.16465537984413223,0.1490370520693392
45,44,0.09527554038375127,0.40989670676528267
45,45,0.09966926886594477,0.033397164638586906
45,46,0.08249795158663524,0.21879603389685218
45,47,0.05532857952478832,0.554223442397257
45,48,0.1278611600487871,0.5357385027527083
45,49,0.04963015134193478,0.7596421570011599
45,50,0.1278836903047961,0.621213279702865
45,51,0.005954991502658846,0.761874167495273
45,52,0.030910060952073794,0.8332403613209675
45,53,0.01065301628707148,0.9937522569122176
45,54,0.026107660455486542,0.7713837106461194
46,36,0.157716761536481,0.6582613886819312
46,37,0.10016683778234087,0.5566571937916028
46,38,0.12284066878139042,0.27572835235022525
46,39,0.2153606943525835,0.05922825624836994
46,40,0.10239336099585063,0.27665194626613937
46,41,0.03660571542765787,0.09702513174842162
46,48,0.04698472970765964,0.036930083646357866
46,52,0.03669889162455483,0.10767138300509424
46,53,0.08390827869405638,0.14217858498436955
46,54,0.015304637138698274,0.10355609925192108
