idx_x,idx_y,crop_ratio,overlap_ratio
61,125,0.12074522542563546,0.5868261938045409
61,126,0.06630686198920586,0.8196184524327738
61,127,0.010517964469025195,0.4863025584789509
61,128,0.04416730818578394,0.39804481598059427
61,129,0.11942741026463015,0.3808094191611228
61,130,0.23671535276616107,0.11323301998653648
62,124,0.17384638737097755,0.15591691687708087
62,125,0.07706658138401559,0.5764101807003935
62,126,0.13603731484270884,1.0
62,127,0.041500899511693654,1.0
62,128,0.016349365570159563,1.0
62,129,0.20964946070878274,1.0
62,130,0.33088033820018004,1.0
62,131,0.14479502478934964,0.6584210557916309
62,132,0.14536955469314222,0.588322852740845
62,133,0.2361112589832313,0.035380320697970424
62,134,0.22251675154114178,0.03714409613863204
63,123,0.17257041584910437,0.24509882315258116
63,124,0.18930095509042877,0.9207569767138012
63,125,0.12265452538631347,1.0
63,126,0.11724767472144362,1.0
63,127,0.13675078782735586,1.0
63,128,0.004724003664681631,1.0
63,129,0.1389522655631258,1.0
63,130,0.05251493340650527,1.0
63,131,0.05714740782033925,1.0
63,132,0.07604737822730902,1.0
63,133,0.09614848566068078,0.8623812181656
63,134,0.20577962970454577,0.7403176187630244
63,135,0.14882273217394612,0.7051026775201739
63,136,0.008126789958996775,0.22610298232969323
64,113,0.028212924458750344,0.0218954150281352
64,114,0.12443512412723041,0.14707376565382918
64,115,0.11309541221783433,0.1196631293450094
64,116,0.17495269097647786,0.26721036615441474
64,117,0.18679293689284462,0.4122082520358356
64,120,0.04209624575430581,0.010895433294025645
64,122,0.022933948005600797,0.4312486929258146
64,123,0.04529409664304916,0.9771173262302556
64,124,0.06959523383364442,1.0
64,125,0.15744869730376976,1.0
64,126,0.06769972273327977,1.0
64,127,0.027718023859999167,1.0
64,128,0.03914976484420929,1.0
64,129,0.005766732501769099,1.0
64,130,0.08937620129302813,1.0
64,131,0.08235187485671329,1.0
64,132,0.08407163913275556,1.0
64,133,0.12445200761719541,1.0
64,134,0.10897526501766784,0.7001797297015236
64,135,0.037441352973267866,0.43304190303960377
65,110,0.0885852608929532,0.07676497482504109
65,111,0.06629665596215603,0.8526140488296912
65,112,0.000742535941641996,0.7329483153022444
65,113,0.029123836307214896,0.7582505626006224
65,114,0.10035081556079258,0.9976071119965803
65,115,0.12610882150917477,1.0
65,116,0.0946032686515578,1.0
65,117,0.09477348110190868,1.0
65,118,0.11941190681965923,0.8840622942212835
65,119,0.10652308956285632,0.6554156131152074
65,120,0.06968870213200118,0.8681482838818564
65,121,0.07466179808045846,0.8796652176610703
65,122,0.1220356966144837,0.7359289587608591
65,123,0.06251957668154066,1.0
65,124,0.0035265327150953117,1.0
65,125,0.1451918841180586,1.0
65,126,0.11403091403091403,1.0
65,127,0.043398841017888636,1.0
65,128,0.005298177743953999,1.0
65,129,0.06768726137769687,1.0
65,130,0.046618093924494376,1.0
65,131,0.024186231296607484,1.0
65,132,0.06379806328754913,1.0
65,133,0.13519576189516896,0.9739900834832612
65,134,0.019059281845602558,0.09299798559296438
66,111,0.16457408980773466,0.8735801804875933
66,112,0.20840617715617715,1.0
66,113,0.03687399898433533,1.0
66,114,0.00637333909898577,1.0
66,115,0.04620922751552826,1.0
66,116,0.024154084860058482,1.0
66,117,0.09429447394002842,1.0
66,118,0.06192017259978425,1.0
66,119,0.042751182420508065,1.0
66,120,0.09654621123686748,1.0
66,121,0.0601296439628483,1.0
66,122,0.11532324579321827,1.0
66,123,0.04511987625676721,1.0
66,124,0.005168407622169435,1.0
66,125,0.06970416362308254,1.0
66,126,0.14975974934023067,1.0
66,127,0.0053816046966731895,1.0
66,128,0.01142823808917738,1.0
66,129,0.07227188260925285,1.0
66,130,0.09964297131681527,1.0
66,131,0.019699982415560875,1.0
66,132,0.07036375614563313,1.0
66,133,0.16191030390453398,1.0
66,134,0.010991971846475311,0.08453749974095351
67,111,0.13137646053006555,0.22408209765960946
67,112,0.014924279075222471,0.9701558289288955
67,113,0.31328376837801714,1.0
67,114,0.0123951616093682,1.0
67,115,0.049996518867736865,1.0
67,116,0.016468809790485407,1.0
67,117,0.053623842853917365,1.0
67,118,0.08297098704643588,1.0
67,119,0.04164264580767228,1.0
67,120,0.05933180459796561,1.0
67,121,0.009936339713041382,1.0
67,122,0.024037814386448118,1.0
67,123,0.22076799701023062,1.0
67,124,0.12022376204510775,1.0
67,125,0.06693110010619395,1.0
67,126,0.03533431432745442,1.0
67,127,0.0009871432551844922,1.0
67,128,0.20416560900989966,1.0
67,129,0.15999376263603907,1.0
67,130,0.05782575173477255,1.0
67,131,0.05729993924549994,1.0
67,132,0.06501727227080287,1.0
67,133,0.1929342438594559,0.9573733657976834
67,134,0.08708749487313078,0.3934478452382324
68,111,0.10115711533006641,0.11248685320278161
68,112,0.029454722492697177,1.0
68,113,0.11042590949423248,1.0
68,114,0.06154244615783077,1.0
68,115,0.014684148509117053,1.0
68,116,0.002939987597319615,1.0
68,117,0.2743257278449825,1.0
68,118,0.0731249205744059,1.0
68,119,0.08388722593189551,1.0
68,120,0.017064137354379016,1.0
68,121,0.049904466821585336,1.0
68,122,0.19546460406840235,1.0
68,123,0.16474039829302986,1.0
68,124,0.06827937240908852,1.0
68,125,0.1720618928053057,1.0
68,126,0.07675216537368809,1.0
68,127,0.011375365674954408,1.0
68,128,0.004423338221247629,1.0
