idx_x,idx_y,crop_ratio,overlap_ratio
37,28,0.0,0.3218378035358518
37,29,0.0,0.18415939221636676
38,26,0.00042817383857846286,0.13357788633365386
38,27,5.450745506249669e-05,0.610515133704657
38,28,0.0,0.9279140022921618
38,29,0.0,0.7720827347142305
39,25,0.0001614708754671399,0.1358832469796086
39,26,0.0005268104433156639,0.7214710210439998
39,27,2.5014461485546332e-05,1.0
39,28,5.6456507318174764e-05,1.0
39,29,6.756586886564762e-05,0.25881930492306376
40,25,0.007092718537468023,0.02811499499947646
40,26,0.001863514390993796,0.975808334653375
40,27,6.892360132082684e-05,1.0
40,28,0.0,1.0
40,29,5.037997521934969e-05,0.47638969998591274
41,25,0.006302849984340745,0.7428408331992172
41,26,0.00020380200478464398,1.0
41,27,0.00010221668679549115,1.0
41,28,0.00019734141643775062,1.0
41,29,4.7416811156227326e-05,1.0
41,30,0.00012684158120715132,0.6818566299642557
41,31,0.0,0.028808270573404834
42,24,8.93297914854604e-05,0.10939652452862467
42,25,0.0003028115978410945,0.8647081465960389
42,26,2.205141129032258e-05,1.0
42,27,0.00014536031979270355,1.0
42,28,9.034196812354977e-05,1.0
42,29,0.00012218323995042852,1.0
42,30,7.003915825666168e-05,1.0
42,31,0.002708248500962099,0.638270754661951
42,32,0.019993919902718444,0.011618770687996122
43,21,0.0003333317757082132,0.16610696177509637
43,22,2.9709364235241875e-05,0.36635922330467374
43,23,0.00014429788101698638,0.3453554677546951
43,24,0.00014603216476196757,0.8628746356303253
43,25,8.663054435483871e-05,1.0
43,26,4.5857052498418723e-05,1.0
43,27,0.0,1.0
43,28,0.00017151187719749593,1.0
43,29,7.319572536963841e-05,1.0
43,30,0.002594995661715919,1.0
43,31,0.02931361371235316,1.0
43,32,0.051811897106109325,0.8749234770830095
43,33,0.11595904489556963,0.2169038335493755
43,34,0.1039866809201921,0.0440404654876936
43,35,0.08907681465821,0.20128109041712697
44,19,0.00013843220088534391,0.32943761203637534
44,20,6.859095472373435e-05,0.008155148818499902
44,21,0.00011571015544252098,0.7113539855037185
44,22,0.0,1.0
44,23,0.0,1.0
44,24,0.0,1.0
44,25,0.00010910815939278937,1.0
44,26,0.0,1.0
44,27,0.000141452382201158,1.0
44,28,0.0020902976679618,1.0
44,29,0.01521164021164021,1.0
44,30,0.015710288371854498,1.0
44,31,0.04930385852090032,1.0
44,32,0.08848566958597442,1.0
44,33,0.14249542197002238,1.0
44,34,0.11096518961687502,0.9675418509333581
44,35,0.04283383568841081,0.9964098629968977
44,36,0.12305636064546452,0.03225030948573436
45,17,0.0,0.007560319386608765
45,18,7.777089937378872e-05,0.39320513367127635
45,19,0.0004501899238741344,0.9090123340004048
45,20,7.198612858600465e-05,0.882153979448449
45,21,5.498476136613567e-05,0.9052237533192542
45,22,0.0,1.0
45,23,0.0,1.0
45,24,9.653578945702575e-05,1.0
45,25,0.00015368527790100766,1.0
45,26,0.002735891073360056,1.0
45,27,0.015493452571063557,1.0
45,28,0.01629866249721654,1.0
45,29,0.07017822430086418,1.0
45,30,0.1178390989541432,1.0
45,31,0.10350889086894201,1.0
45,32,0.15039756222220785,1.0
45,33,0.2343547929090098,1.0
45,34,0.15784547061753798,1.0
45,35,0.14310396118904323,0.9815233816949523
45,36,0.06523083972963684,0.0025278021267305644
46,16,0.0002176941832114246,0.264388661800404
46,17,0.0,0.5739990993393437
46,18,0.00011586142973004287,1.0
46,19,5.329337375269994e-05,1.0
46,20,5.9630292188431724e-05,1.0
46,21,0.0,1.0
46,22,0.0006873862257281554,1.0
46,23,0.0001410750233804112,1.0
46,24,0.003181725668782517,1.0
46,25,0.0050447886171484605,1.0
46,26,0.02999864151064017,1.0
46,27,0.05005290835631373,1.0
46,28,0.006648125693682596,1.0
46,29,0.13599853433230158,1.0
46,30,0.19968692145896538,1.0
46,31,0.13609470326783854,1.0
46,32,0.05330637565364253,1.0
46,33,0.10708309913080313,1.0
46,34,0.1618424919188951,1.0
46,35,0.23013725554427228,1.0
46,36,0.157716761536481,0.05026055151604497
47,15,3.1124432368164684e-05,0.2712920114704321
47,16,0.0,0.9664345202286472
47,17,4.066261291694818e-05,1.0
47,18,5.804276653787447e-05,1.0
47,19,4.0799673602611176e-05,1.0
47,20,0.0,1.0
47,21,2.52831715210356e-05,1.0
47,22,1.8999487013850626e-05,1.0
47,23,0.004686245322482869,1.0
47,24,0.012079672947076948,1.0
47,25,0.01942788236082267,1.0
47,26,0.07530554594719244,1.0
47,27,0.1444094589384398,1.0
47,28,0.0370475809058756,1.0
47,29,0.1655874100754347,1.0
47,30,0.11401104248306647,1.0
47,31,0.16115458689875423,1.0
47,32,0.055163275396989876,1.0
47,33,0.17633134162666927,1.0
47,34,0.06914187361691665,1.0
47,35,0.16390975712443753,0.878824143232773
47,36,0.07464979606085406,0.19631585681673663
48,15,5.311504092982566e-05,0.19262370801976186
48,16,7.663338588194079e-05,1.0
48,17,0.0,1.0
48,18,0.0,1.0
48,19,0.0,1.0
48,20,0.00995239059967585,1.0
48,21,0.014537774146764704,1.0
48,22,0.012135922330097087,1.0
48,23,6.537417146210131e-05,1.0
48,24,0.0025148674932165813,1.0
48,25,0.015258080633383297,1.0
48,26,0.08327143403785986,1.0
48,27,0.043474193548387094,1.0
48,28,0.05408580332611671,1.0
48,29,0.07516863351615502,1.0
48,30,0.10099058215000244,1.0
48,31,0.10172756912393614,0.8156969940517159
48,32,0.05455127702402426,0.6096102603828991
48,33,0.10049504139005,0.5103865731307238
48,34,0.11757192705247219,0.48539999915142806
48,35,0.11294458488930491,0.05967240876120325
49,15,1.565217119092675e-05,0.12486255634265121
49,16,2.0426537529048894e-05,1.0
49,17,4.097843903669146e-05,1.0
49,18,0.00032567676738932125,1.0
49,19,0.00021542984590429846,1.0
49,20,0.023207112804636023,1.0
49,21,0.01687721377060877,1.0
49,22,0.05052796858411042,1.0
49,23,0.03913492400169685,1.0
49,24,0.001146593781414903,1.0
49,25,0.00017846290383261146,1.0
49,26,0.012135593220338983,1.0
49,27,0.007772818473247308,1.0
49,28,0.07418381255273578,1.0
49,29,0.00952636762467544,0.9799215789369681
49,30,0.01671588856943548,0.8754875966142951
49,31,0.012734729117202677,0.17619441824878754
49,32,0.0986175644835569,0.11815764004218077
50,16,2.208323803364539e-05,0.3264180414667182
50,17,0.0001405452524129567,0.9923075324989267
50,18,0.015130778588807786,1.0
50,19,0.014970487206894036,1.0
50,20,0.0038847307175298076,1.0
50,21,0.0011594758402606424,1.0
50,22,0.06211247845432317,1.0
50,23,0.0863127343709868,1.0
50,24,0.02840698644387688,1.0
50,25,0.042394184168012924,1.0
50,26,0.09372871129104463,1.0
50,27,0.0858370562357194,1.0
50,28,0.1386776711514826,1.0
50,29,0.04018057805244413,0.49684085566561714
50,30,0.06580161816110915,0.05273029757175598
51,17,0.06633491020698051,0.11968422377377677
51,18,0.013552152410031328,0.14101021971350322
51,19,0.052793432728327254,0.25438578540970985
51,20,0.038744146418024226,0.35199571395747475
51,21,0.006491005664585907,0.37992375437098197
