idx_x,idx_y,crop_ratio,overlap_ratio
40,64,0.036286345800079736,0.23563910073038938
40,68,0.012147379928162755,0.15602815510425727
40,72,0.08152667861723109,0.05568367796301615
40,73,0.07529740901300534,0.09405222349630514
40,75,0.1311850402577661,0.03868806281736295
41,63,0.08400345106988416,0.4283845848954575
41,64,0.03873135534275256,0.7921188846750568
41,65,0.07641698531317266,0.3496744525054373
41,66,0.1719713286960206,0.5053721185518104
41,67,0.0667429240263886,0.6721196103189723
41,68,0.07863548493899769,0.787576492275119
41,69,0.14670363293494687,0.6670645089606997
41,70,0.09166372907074745,0.3467194804772724
41,71,0.060393563915937594,0.5150303458675491
41,72,0.13880077229830926,0.7608055362461918
41,73,0.046470355774215884,0.9948307406518482
41,74,0.18765661252900231,0.7691236297922286
41,75,0.17630130495006197,0.9537340096824376
41,76,0.2211730275993599,0.6373110475437047
41,77,0.11287101818475476,0.029184328904252328
42,60,5.5719036757152063e-05,0.024673642183560544
42,61,0.06311693308615202,0.46984898226697197
42,62,0.11844239845856878,0.8305158249820083
42,63,0.161862808345477,0.6026887937937258
42,64,0.049188773385839,1.0
42,65,0.13739942579661857,1.0
42,66,0.060903029013265234,1.0
42,67,0.11358178643959098,1.0
42,68,0.10506937987268436,1.0
42,69,0.02950701562273173,1.0
42,70,0.06794544457907795,1.0
42,71,0.10920624593363695,1.0
42,72,0.1088988024506131,1.0
42,73,0.14884700980160046,1.0
42,74,0.11004103967168263,1.0
42,75,0.0980868953798377,1.0
42,76,0.08608363871841287,0.9992449980691165
42,77,0.09590209955526662,0.7321329365969251
43,58,0.0,0.07533413653277599
43,59,0.09015862513276801,0.6437751636684457
43,60,0.058678162929798175,0.7333781397285803
43,61,0.14965514584055792,1.0
43,62,0.1576949917645632,1.0
43,63,0.15599344056037973,1.0
43,64,0.0915707808778195,1.0
43,65,0.06262433569215904,1.0
43,66,0.19441681018652232,1.0
43,67,0.13338168923275306,1.0
43,68,0.24774386078452523,1.0
43,69,0.05665911091826649,1.0
43,70,0.02824766861852093,1.0
43,71,0.03789706692171695,1.0
43,72,0.09676216868872015,1.0
43,73,0.021968894892482934,1.0
43,74,0.05786836661335994,1.0
43,75,0.10690332471016575,1.0
43,76,0.08849642445213379,1.0
43,77,0.13962627003712844,0.9905564142081865
43,78,0.10719713104310317,0.010022264019007915
44,54,0.03795665389690034,0.01912460769304664
44,55,0.03078443466557475,0.21058308466735187
44,56,0.04856311575180239,0.5705714619677366
44,57,0.07764164965065078,0.4635797099962263
44,58,0.07389056892023398,0.8112849078737847
44,59,0.10167882342224932,1.0
44,60,0.038173347398030945,1.0
44,61,0.13588739139237832,1.0
44,62,0.12902706669849945,1.0
44,63,0.11068569501393401,1.0
44,64,0.10269240060249524,1.0
44,65,0.10020947228685213,1.0
44,66,0.10626298445447381,1.0
44,67,0.14121929810390044,1.0
44,68,0.19745941368312941,1.0
44,69,0.08792830899602277,1.0
