region_name,year,y_test,y_pred
Cherkaska,2011,39.8,43.892102145664765
Chernihivska,2011,26.2,37.6176481493778
Chernivetska,2011,38.0,48.59300591535056
Dnipropetrovska,2011,30.8,33.627803926756826
Donetska,2011,33.4,33.88905083246068
Kharkivska,2011,36.5,38.854722579152586
Khmelnytska,2011,41.4,44.09143583944498
Kirovohradska,2011,34.7,40.73602393577237
Luhanska,2011,25.3,30.406731969255592
Lvivska,2011,34.9,46.66730469701861
Mykolaivska,2011,30.7,30.315634986466645
Odeska,2011,31.9,33.789928798883004
Poltavska,2011,34.0,44.17440669146312
Rivnenska,2011,36.8,41.862657107752305
Sumska,2011,28.3,36.23336621930212
Ternopilska,2011,38.3,46.20286853099046
Vinnytska,2011,44.5,47.608717725644205
Volynska,2011,32.3,41.67009327434364
Zakarpatska,2011,30.1,35.2559371804154
Zaporizka,2011,30.1,32.272251835943436
Zhytomyrska,2011,30.1,39.906301100744216
Cherkaska,2012,43.6,41.66371984093564
Chernihivska,2012,35.8,36.7349394577828
Chernivetska,2012,37.2,42.10879377606394
Dnipropetrovska,2012,16.6,24.540712650364615
Donetska,2012,22.7,30.357643313917272
Kharkivska,2012,29.0,32.10201044861669
Khmelnytska,2012,40.1,38.875368281607734
Kirovohradska,2012,27.9,27.302129675811116
Luhanska,2012,26.9,31.624710073199786
Lvivska,2012,35.7,41.83845977833124
Mykolaivska,2012,17.3,27.286659680682924
Odeska,2012,19.4,28.87997698918226
Poltavska,2012,31.7,37.24786214714872
Rivnenska,2012,36.0,38.041661126890354
Sumska,2012,35.4,37.601638102043516
Ternopilska,2012,37.2,40.4945433098956
Vinnytska,2012,39.0,42.82421804089036
Volynska,2012,33.6,38.45150437138564
Zakarpatska,2012,30.6,38.3674517618454
Zaporizka,2012,17.5,25.476338007243964
Zhytomyrska,2012,32.9,41.14465841848521
Cherkaska,2013,51.2,49.33558231715514
Chernihivska,2013,37.0,43.34637403223018
Chernivetska,2013,34.0,46.31099234942119
Dnipropetrovska,2013,33.5,37.224152921512186
Donetska,2013,31.9,35.740091142311066
Kharkivska,2013,43.3,39.177102275455965
Khmelnytska,2013,38.9,43.790464580359405
Kirovohradska,2013,41.2,43.21161960710888
Luhanska,2013,23.5,32.22136982646715
Lvivska,2013,36.1,45.192035718111974
Mykolaivska,2013,30.1,35.61848651255356
Odeska,2013,32.3,36.27450858093637
Poltavska,2013,45.2,46.986117909693235
Rivnenska,2013,33.0,38.98397624870521
Sumska,2013,43.5,49.64956421329597
Ternopilska,2013,35.0,42.938848958280474
Vinnytska,2013,42.8,45.39332943803084
Volynska,2013,36.0,43.930900487042415
Zakarpatska,2013,32.1,39.66552584968962
Zaporizka,2013,26.1,33.65023075389779
Zhytomyrska,2013,30.6,46.89021649973291
Cherkaska,2014,50.4,50.940128992212934
Chernihivska,2014,45.3,46.292830302785106
Chernivetska,2014,47.7,43.04845366036276
Dnipropetrovska,2014,34.2,37.236077772308164
Donetska,2014,38.5,37.2765146409235
Kharkivska,2014,48.8,43.9067607390539
Khmelnytska,2014,52.9,40.88163900900549
Kirovohradska,2014,43.5,40.87521587179416
Luhanska,2014,36.3,37.13640392111178
Lvivska,2014,45.4,40.684367929027836
Mykolaivska,2014,33.6,29.49430684701044
Odeska,2014,34.1,32.32347883712652
Poltavska,2014,44.0,47.832512837712
Rivnenska,2014,43.3,38.91121685059395
Sumska,2014,49.6,48.96317546014041
Ternopilska,2014,49.1,43.05912403839611
Vinnytska,2014,51.3,43.876101543277066
Volynska,2014,41.1,38.040601729478524
Zakarpatska,2014,34.4,30.57440037262394
Zaporizka,2014,30.1,31.217478060752594
Zhytomyrska,2014,39.3,38.3748617485041
Cherkaska,2015,50.5,48.59267589112572
Chernihivska,2015,37.9,43.79161072103646
Chernivetska,2015,47.1,38.916299497112945
Dnipropetrovska,2015,34.1,34.574445847969706
Donetska,2015,31.5,27.82330055516051
Kharkivska,2015,39.3,39.91952778236069
Khmelnytska,2015,55.8,41.47060248752371
Kirovohradska,2015,36.8,37.507179394743275
Luhanska,2015,26.7,27.700416845474184
Lvivska,2015,46.4,47.51481897520775
Mykolaivska,2015,34.2,34.14304904991139
Odeska,2015,32.1,34.197237174724314
Poltavska,2015,43.7,49.36974078330953
Rivnenska,2015,43.7,43.32532058189236
Sumska,2015,44.2,46.74323668382269
Ternopilska,2015,48.8,39.61767536664116
Vinnytska,2015,48.0,39.81988724993119
Volynska,2015,45.0,40.99433965003159
Zakarpatska,2015,34.6,33.43526282889602
Zaporizka,2015,31.4,32.633343451864945
Zhytomyrska,2015,43.9,38.426236465654966
Cherkaska,2016,52.6,51.13526568753945
Chernihivska,2016,42.2,46.33646909542942
Chernivetska,2016,39.0,42.78458472025758
Dnipropetrovska,2016,34.6,36.824076867577865
Donetska,2016,37.6,36.448461299434115
Kharkivska,2016,44.5,37.33910368278037
Khmelnytska,2016,55.7,49.664142086598524
Kirovohradska,2016,41.1,43.97918610105378
Luhanska,2016,35.8,38.75526380658596
Lvivska,2016,46.6,46.069654847720734
Mykolaivska,2016,36.1,36.720306347562975
Odeska,2016,38.5,37.27990074395428
Poltavska,2016,45.1,49.239798603499494
Rivnenska,2016,44.3,48.156610388991666
Sumska,2016,42.3,48.48027699556292
Ternopilska,2016,49.2,46.95283436854607
Vinnytska,2016,57.1,53.4363069189924
Volynska,2016,42.1,44.822357497433295
Zakarpatska,2016,34.5,38.15405974863773
Zaporizka,2016,31.6,36.72721837561351
Zhytomyrska,2016,44.9,44.89085472027807
Cherkaska,2017,37.4,41.646670256801286
Chernihivska,2017,46.9,39.85884769641589
Chernivetska,2017,50.8,49.97938385688244
Dnipropetrovska,2017,35.9,30.437971638553826
Donetska,2017,40.1,35.0857834992156
Kharkivska,2017,46.7,35.373536876208625
Khmelnytska,2017,58.9,48.58304057045722
Kirovohradska,2017,33.9,30.311667759158404
Luhanska,2017,38.8,34.53426645952491
Lvivska,2017,48.9,47.48370834812746
Mykolaivska,2017,34.8,31.90808717470956
Odeska,2017,38.8,38.86918687671396
Poltavska,2017,40.1,32.48967965778765
Rivnenska,2017,45.9,46.55308880000987
Sumska,2017,51.3,40.47952512096083
Ternopilska,2017,55.2,50.18923137085046
Vinnytska,2017,50.8,46.00666996799467
Volynska,2017,45.1,43.33037300195291
Zakarpatska,2017,32.9,38.8036787823237
Zaporizka,2017,33.3,31.451221429721297
Zhytomyrska,2017,42.5,39.23994013038511
Cherkaska,2018,48.3,34.16378274138275
Chernihivska,2018,41.3,39.557763033659256
Chernivetska,2018,43.7,37.39501095037058
Dnipropetrovska,2018,30.0,20.556046224090284
Donetska,2018,27.1,20.156097510870772
Kharkivska,2018,33.7,28.957774417003094
Khmelnytska,2018,54.4,37.113906700493644
Kirovohradska,2018,36.2,24.982782141921316
Luhanska,2018,29.3,27.835734579166463
Lvivska,2018,45.5,37.007264890171356
Mykolaivska,2018,31.2,25.81908879453096
Odeska,2018,37.3,27.648723155427334
Poltavska,2018,42.9,41.3329380286873
Rivnenska,2018,45.0,35.78389263492686
Sumska,2018,50.0,41.25199500795997
Ternopilska,2018,51.2,36.28201960685334
Vinnytska,2018,51.5,35.116346185140934
Volynska,2018,42.8,33.333551773288384
Zakarpatska,2018,30.7,31.32728176607885
Zaporizka,2018,25.8,24.944096256815637
Zhytomyrska,2018,41.6,33.44014006347693
Cherkaska,2019,54.4,48.823066473992625
Chernihivska,2019,46.3,49.74149986418614
Chernivetska,2019,41.9,42.03899812245549
Dnipropetrovska,2019,37.0,34.746152651586684
Donetska,2019,37.2,35.09517626716332
Kharkivska,2019,42.1,37.06111095185123
Khmelnytska,2019,57.4,46.963245756592414
Kirovohradska,2019,43.8,43.737258355345205
Luhanska,2019,36.2,33.21643551142768
Lvivska,2019,47.8,43.48600609800623
Mykolaivska,2019,36.3,33.61610298261222
Odeska,2019,30.5,30.286454632135506
Poltavska,2019,48.0,47.91189147016718
Rivnenska,2019,44.1,46.58499908360645
Sumska,2019,48.3,46.238133176486514
Ternopilska,2019,51.1,47.55492222548497
Vinnytska,2019,55.2,47.61293070645542
Volynska,2019,43.9,42.99675970368114
Zakarpatska,2019,34.0,39.48149067558628
Zaporizka,2019,35.9,32.458254754794254
Zhytomyrska,2019,48.2,45.394398330119955
Cherkaska,2020,43.5,43.99415703201856
Chernihivska,2020,47.6,42.03342165303914
Chernivetska,2020,36.9,43.04800337862262
Dnipropetrovska,2020,38.6,33.60463577341217
Donetska,2020,39.3,35.90120306176228
Kharkivska,2020,50.5,38.247300081790755
Khmelnytska,2020,45.9,46.33298153397726
Kirovohradska,2020,36.0,36.50220769037343
Luhanska,2020,37.8,34.47438645354271
Lvivska,2020,44.9,47.55960197969839
Mykolaivska,2020,27.0,30.273581671443978
Odeska,2020,17.8,31.263432690517707
Poltavska,2020,44.8,38.73348138767369
Rivnenska,2020,43.8,45.32907705498305
Sumska,2020,52.3,42.6852099048803
Ternopilska,2020,47.0,51.96472695868133
Vinnytska,2020,42.7,46.94195084157555
Volynska,2020,44.1,45.2068593233615
Zakarpatska,2020,34.0,38.31244880496919
Zaporizka,2020,31.0,33.61993324552731
Zhytomyrska,2020,41.1,40.13118169865797
