region_name,year,y_test,y_pred
Cherkaska,2011,39.8,43.623000000000005
Chernihivska,2011,26.2,39.772500000000036
Chernivetska,2011,38.0,45.419
Dnipropetrovska,2011,30.8,32.16499999999997
Donetska,2011,33.4,34.91150000000002
Kharkivska,2011,36.5,38.57100000000002
Khmelnytska,2011,41.4,42.01050000000002
Kirovohradska,2011,34.7,38.205
Luhanska,2011,25.3,31.11699999999999
Lvivska,2011,34.9,46.627999999999965
Mykolaivska,2011,30.7,30.642999999999997
Odeska,2011,31.9,33.50850000000003
Poltavska,2011,34.0,44.61549999999998
Rivnenska,2011,36.8,40.71500000000001
Sumska,2011,28.3,39.49800000000001
Ternopilska,2011,38.3,43.75999999999999
Vinnytska,2011,44.5,44.10749999999998
Volynska,2011,32.3,42.50249999999999
Zakarpatska,2011,30.1,34.20150000000001
Zaporizka,2011,30.1,30.873499999999982
Zhytomyrska,2011,30.1,41.234500000000004
Cherkaska,2012,43.6,41.20550000000003
Chernihivska,2012,35.8,41.452999999999996
Chernivetska,2012,37.2,43.87950000000001
Dnipropetrovska,2012,16.6,26.59800000000002
Donetska,2012,22.7,30.326999999999988
Kharkivska,2012,29.0,34.745000000000026
Khmelnytska,2012,40.1,40.022000000000006
Kirovohradska,2012,27.9,28.42000000000003
Luhanska,2012,26.9,31.55099999999999
Lvivska,2012,35.7,45.065499999999965
Mykolaivska,2012,17.3,27.193500000000036
Odeska,2012,19.4,30.13000000000003
Poltavska,2012,31.7,41.44300000000001
Rivnenska,2012,36.0,43.16649999999998
Sumska,2012,35.4,41.84850000000002
Ternopilska,2012,37.2,41.34500000000003
Vinnytska,2012,39.0,41.13850000000002
Volynska,2012,33.6,42.36599999999998
Zakarpatska,2012,30.6,39.646
Zaporizka,2012,17.5,25.71250000000002
Zhytomyrska,2012,32.9,43.19550000000001
Cherkaska,2013,51.2,49.03699999999999
Chernihivska,2013,37.0,42.677
Chernivetska,2013,34.0,45.37150000000001
Dnipropetrovska,2013,33.5,32.552
Donetska,2013,31.9,30.667500000000004
Kharkivska,2013,43.3,35.90750000000002
Khmelnytska,2013,38.9,46.64249999999999
Kirovohradska,2013,41.2,42.018
Luhanska,2013,23.5,28.993500000000004
Lvivska,2013,36.1,45.94650000000001
Mykolaivska,2013,30.1,30.470499999999994
Odeska,2013,32.3,33.73900000000001
Poltavska,2013,45.2,45.5635
Rivnenska,2013,33.0,43.11549999999999
Sumska,2013,43.5,44.88000000000001
Ternopilska,2013,35.0,44.11499999999999
Vinnytska,2013,42.8,46.965000000000025
Volynska,2013,36.0,44.86450000000001
Zakarpatska,2013,32.1,37.63250000000002
Zaporizka,2013,26.1,29.741000000000003
Zhytomyrska,2013,30.6,46.33250000000001
Cherkaska,2014,50.4,47.92500000000001
Chernihivska,2014,45.3,46.10500000000001
Chernivetska,2014,47.7,44.51699999999998
Dnipropetrovska,2014,34.2,35.45100000000005
Donetska,2014,38.5,36.24400000000006
Kharkivska,2014,48.8,42.676500000000054
Khmelnytska,2014,52.9,42.34749999999995
Kirovohradska,2014,43.5,40.69600000000002
Luhanska,2014,36.3,35.86750000000005
Lvivska,2014,45.4,42.484500000000004
Mykolaivska,2014,33.6,32.00150000000001
Odeska,2014,34.1,34.34950000000005
Poltavska,2014,44.0,47.69600000000004
Rivnenska,2014,43.3,41.720000000000034
Sumska,2014,49.6,47.19250000000004
Ternopilska,2014,49.1,45.18999999999996
Vinnytska,2014,51.3,44.04149999999998
Volynska,2014,41.1,40.22500000000004
Zakarpatska,2014,34.4,34.32450000000003
Zaporizka,2014,30.1,32.56200000000004
Zhytomyrska,2014,39.3,42.39699999999999
Cherkaska,2015,50.5,49.18249999999996
Chernihivska,2015,37.9,46.24099999999999
Chernivetska,2015,47.1,38.73100000000004
Dnipropetrovska,2015,34.1,34.11300000000001
Donetska,2015,31.5,32.81149999999999
Kharkivska,2015,39.3,37.32500000000002
Khmelnytska,2015,55.8,40.87550000000002
Kirovohradska,2015,36.8,41.3615
Luhanska,2015,26.7,31.332499999999992
Lvivska,2015,46.4,49.53749999999997
Mykolaivska,2015,34.2,32.9545
Odeska,2015,32.1,33.58900000000005
Poltavska,2015,43.7,48.15550000000001
Rivnenska,2015,43.7,44.23149999999999
Sumska,2015,44.2,47.51199999999998
Ternopilska,2015,48.8,38.80750000000003
Vinnytska,2015,48.0,38.82300000000001
Volynska,2015,45.0,39.98400000000002
Zakarpatska,2015,34.6,34.98500000000004
Zaporizka,2015,31.4,33.35100000000001
Zhytomyrska,2015,43.9,39.48199999999999
Cherkaska,2016,52.6,49.17499999999998
Chernihivska,2016,42.2,46.73649999999997
Chernivetska,2016,39.0,42.27850000000004
Dnipropetrovska,2016,34.6,36.81800000000005
Donetska,2016,37.6,36.68400000000005
Kharkivska,2016,44.5,40.427000000000014
Khmelnytska,2016,55.7,48.02849999999999
Kirovohradska,2016,41.1,42.9575
Luhanska,2016,35.8,38.53400000000004
