region_name,year,month,LAI,LST_Day,NDVI,EVI,FPAR,LST_Night
Odeska,2023,8,0.024493103612443362,310.82020072634447,0.2937567196358937,0.16411221798055156,0.12309340167189035,292.2987356457535
Poltavska,2023,8,0.07861696292152753,302.3606259168869,0.5044371130318204,0.32259468111644785,0.24331046371939338,289.56923165846376
Rivnenska,2023,8,0.08265014699590065,300.9771926145875,0.5327422351672028,0.38655400463022077,0.25064837920058336,288.34790613177773
Sumska,2023,8,0.08419526093163494,300.26574459283216,0.526004505109541,0.3276961070712541,0.25005942923966734,288.83244565902834
Ternopilska,2023,8,0.07817735925964804,301.84205724859515,0.5147390920360411,0.3653289421417199,0.24428320773422277,287.9701148326729
Vinnytska,2023,8,0.0633086835451448,304.8173072552693,0.4458778308352488,0.29408222597032135,0.2167593988896199,289.178490228295
Volynska,2023,8,0.07591726918506313,300.48021032990437,0.5370708129480658,0.3913292461121814,0.24948494941409746,288.4005445619681
Zakarpatska,2023,8,0.07540231213023357,301.48460921191827,0.5146514640337173,0.34994172422792275,0.24754758090911594,289.92792348698123
Zaporizka,2023,8,0.030928399207638492,308.3914760797714,0.37220203105848654,0.20844377708153375,0.15357971665909395,290.9965490669821
Zhytomyrska,2023,8,0.08287346147002417,301.8728548798839,0.5048724937911214,0.3544338747853393,0.24711620894133482,288.225545403843
Avtonomna_Respublika_Krym,2023,4,0.04925049847831835,288.27200484510354,0.4743265352856217,0.30187132513057,0.18255459839738133,258.50786527212216
Cherkaska,2023,4,0.03520331709534831,254.46727940573632,0.4316600289425237,0.26238549574428577,0.12746198592297794,201.80040817194978
Chernihivska,2023,4,0.041418389994700586,289.43758576386176,0.4434039186407174,0.27477737112274575,0.15832228853467345,249.58135985066576
Chernivetska,2023,4,0.056953095353002234,277.59630370328324,0.4729475387916352,0.3214632079019096,0.18302514481383583,243.20871382775664
Dnipropetrovska,2023,4,0.02813879843030733,271.0339538875801,0.41501212825301953,0.23482244014238868,0.13442993650592927,175.23210625357746
Donetska,2023,4,0.025227179316813668,264.24176896153926,0.43997576248738346,0.24208083704194078,0.12476321760891909,225.96917666312675
Ivano_Frankivska,2023,4,0.06412514898554199,282.36335393522256,0.5211258238387163,0.3691327065568405,0.20688787395414215,257.9158034765941
Kharkivska,2023,4,0.014439461144436819,292.55920392850174,0.3347151346664412,0.16315958184163923,0.07856903097697396,217.61511713241592
Khersonska,2023,4,0.04445028291663192,249.2081500741388,0.46819639527361306,0.2920453118570619,0.17481437335066907,234.10163595047072
Khmelnytska,2023,4,0.050471418464938266,286.0474253286714,0.44659393843038586,0.2917267086660822,0.1658392498569718,270.57891440889927
Kirovohradska,2023,4,0.027562477180156874,261.7790256314297,0.3927115377800005,0.21566583495544292,0.11657998103664755,196.74433586996747
Luhanska,2023,4,0.022176053642128678,293.16163881476683,0.3951734001892982,0.20435207388537943,0.11118394690644202,256.6934480312324
Lvivska,2023,4,0.049796376307271004,290.0055668436178,0.4783057016458846,0.3368627675954832,0.19018865972805019,276.3881551476344
Mykolaivska,2023,4,0.04291993718771915,255.7683117484823,0.4672498342353714,0.28938469146985324,0.16518955397702267,266.0554933300371
Odeska,2023,4,0.05707817544075356,288.42330262737795,0.4934012254919796,0.3122112632777517,0.1976034602993764,245.80423641074978
Poltavska,2023,4,0.02554175691354589,283.87260220080935,0.3855934370009191,0.21142957343932217,0.1082233782795958,186.01694223911943
Rivnenska,2023,4,0.03913948768946609,291.2226743822663,0.413347647563458,0.2768669011495742,0.16019471542362443,275.78629712345383
Sumska,2023,4,0.027733489732296106,283.8858342925486,0.40861065622614134,0.2294858025976091,0.11791711613352798,253.0172649648892
Ternopilska,2023,4,0.05913178181258559,287.3874244572177,0.48247252641531096,0.32670523483662,0.1927196588938315,263.2767579760811
Vinnytska,2023,4,0.05110860282775095,277.50562131178435,0.46671268832998036,0.3114284316531999,0.16503126057507303,255.27179060039916
Volynska,2023,4,0.050612453220548165,291.0957118647504,0.48117179941439614,0.35073137457421577,0.193015884587782,276.9542187335025
Zakarpatska,2023,4,0.05189368803089254,292.6357457080664,0.4817860136919266,0.341128522118535,0.2053849300779163,279.0192992140588
Zaporizka,2023,4,0.03240686763206173,241.41289043865572,0.4394008677764652,0.255867277822662,0.13931387093103784,227.71101859918613
Zhytomyrska,2023,4,0.03850899111611387,286.04129448109865,0.4197423629195407,0.25874727370128847,0.15219869045566098,242.22076263440889
