region_name,year,month,LST_Day,LAI,LST_Night,FPAR,NDVI,EVI
Dnipropetrovska,2013,10,282.6588617252464,0.010015504912294866,276.5705191189768,0.07006320493388846,0.34978071156511786,0.12917437528069659
Donetska,2013,10,286.7919029149246,0.010573610408085863,275.02563676154483,0.07668831886911688,0.3559288614107673,0.13890516396401936
Ivano_Frankivska,2013,10,286.0126432046088,0.024442377375958693,275.57157712598644,0.14493615270477167,0.4031112612248351,0.21320489126815678
Kharkivska,2013,10,279.54564972459826,0.010937130614498925,275.4251933531085,0.0742803868093445,0.3550153289690458,0.13507724623679718
Khersonska,2013,10,286.95160336177094,0.010820009669088353,276.91920072767283,0.07711479633458224,0.3384275323796767,0.1510184049093129
Khmelnytska,2013,10,276.5393224903743,0.015938818323780107,266.3339287796846,0.10648391171125994,0.35396930537523663,0.16057048707053564
Kirovohradska,2013,10,285.6977021946087,0.009235519335211925,276.292284519012,0.06551951719204155,0.33316875933706935,0.11977100945753882
Luhanska,2013,10,286.3209049344595,0.011978535491513245,267.19848406912905,0.08591346898354751,0.38669062251588227,0.14834613398424737
Lvivska,2013,10,288.0906459431657,0.023459179141798868,279.3554666114323,0.1460578902076701,0.40523919562150756,0.20374221201005435
Mykolaivska,2013,10,290.01324392807294,0.01020743958475572,277.6871696616886,0.07418254162128156,0.35536974306513763,0.1428992067958123
Odeska,2013,10,288.86096437939267,0.012984842858425891,278.587449398208,0.0902803811472263,0.37107244568314146,0.16031650684182414
Poltavska,2013,10,273.2667811712901,0.010537128963678331,275.2989806155064,0.07025069028043678,0.3177667559407152,0.12861326342437035
Rivnenska,2013,10,281.34492981715823,0.021644488609046855,269.96335746434283,0.137394022928945,0.38552753994304756,0.192277769862873
Sumska,2013,10,242.41108696494626,0.010905291993283984,255.83078383141472,0.07397950525947575,0.33501607595712357,0.14195296907061114
Ternopilska,2013,10,288.3133585263697,0.016541372374106172,258.791631526185,0.10719708178281936,0.3614109438320104,0.16055956775857258
Vinnytska,2013,10,272.29043182292656,0.015334117271982984,253.38931653435185,0.10287701059362124,0.3526719309849912,0.15440993879377204
Volynska,2013,10,286.99143553693403,0.021415187672684164,272.41866205582636,0.1409652802616176,0.3833054306346984,0.19189192021546106
Zakarpatska,2013,10,235.3795623024628,0.013860580176510913,259.8757981610118,0.10163134488413524,0.3603362059745358,0.16827097783847245
Zaporizka,2013,10,289.22890105739947,0.008431250937787597,275.5287621598835,0.06211421500869865,0.32898856548602395,0.12481129075212216
Zhytomyrska,2013,10,258.5548658282982,0.014370623876858581,237.27121442897877,0.10181156264688243,0.35048547449366146,0.163261973400264
Avtonomna_Respublika_Krym,2013,4,293.71317521014777,0.058400926317481235,268.79963690857653,0.1982340508341617,0.47359551658734034,0.3063100318604358
Cherkaska,2013,4,297.493177322359,0.033582198643907386,273.4933219856093,0.13238392391996842,0.3991159203453166,0.22940352416886275
Chernihivska,2013,4,293.7792348421545,0.0233734957060736,278.0816549922766,0.10556098432714303,0.3658724951264337,0.2058408088804481
Chernivetska,2013,4,278.43685273385836,0.03670337490386551,280.8736319086535,0.14627890218782108,0.42366140681623843,0.2668354544257765
Dnipropetrovska,2013,4,283.0203651258664,0.03361636556850947,248.88456921893726,0.14445762401827117,0.44222122725460644,0.2440296722802665
Donetska,2013,4,290.5706209011853,0.028790635616975375,246.54122511484985,0.12860020509433334,0.4235386546438908,0.22344168259124986
Ivano_Frankivska,2013,4,267.1148756262527,0.0406835218846361,279.1104856932634,0.15739603031209048,0.4745685124949636,0.3223852491383229
Kharkivska,2013,4,300.5630945994989,0.02899373235127455,267.15406675139985,0.12647969788535382,0.41905802618323973,0.21650487138773286
Khersonska,2013,4,249.12933574110264,0.04191270325711048,247.3933346108885,0.1555664864149403,0.424335760395041,0.25619269223366004
Khmelnytska,2013,4,253.05911513481158,0.02352110846021029,279.65288508761347,0.10742271987471601,0.3721137235061408,0.2205021446364124
Kirovohradska,2013,4,299.7982367017322,0.03151311869832741,262.2067165001921,0.1268287803540495,0.4015651445667567,0.20660539638450273
Luhanska,2013,4,301.889569721848,0.021376222038910864,275.21629522829386,0.10073985437538696,0.3751532584664826,0.183308736600245
Lvivska,2013,4,266.87138424064653,0.037479831928518725,267.42041710977315,0.15084670671537506,0.47379643683565714,0.32711091023107514
Mykolaivska,2013,4,272.69860859419776,0.04208138047037872,271.15379099935825,0.15710954082450065,0.4400904912639407,0.24397388174040202
Odeska,2013,4,282.7854306822349,0.058136746666554606,279.51836125511136,0.19270202607141648,0.48811025266321934,0.29654867364513743
Poltavska,2013,4,298.3007595161888,0.025184556033359163,273.09986079130533,0.10744644597297814,0.3716246864588197,0.18898057604760413
Rivnenska,2013,4,260.81338316505503,0.02422636822473029,279.543655853539,0.11132797990427473,0.3996088450329481,0.2629108492223604
Sumska,2013,4,287.7619961782501,0.02354050171641662,271.0157511339527,0.10347566384779418,0.3812673070599579,0.19719098276817482
Ternopilska,2013,4,245.27667280394823,0.024030031694546636,279.63618706980384,0.10788519685165397,0.3863494089982,0.23414107924984567
Vinnytska,2013,4,298.5522798782374,0.03123344407928324,279.1294983688326,0.13112603430951497,0.38677210511563437,0.22566059654703438
Volynska,2013,4,284.00588185636195,0.026596679155459362,276.74615909474505,0.12054706213737278,0.42009890832966423,0.28146351657217517
Zakarpatska,2013,4,296.0222959195578,0.0480179748010018,282.0855268737125,0.19341149105051897,0.4582292606692982,0.31857133702430435
Zaporizka,2013,4,271.8310823058457,0.03478230169975121,247.0847937293458,0.1445643642470355,0.43046477288807167,0.24388792685308266
Zhytomyrska,2013,4,285.34113254268055,0.026568262255469297,277.22110902025025,0.12132291194216185,0.40341184478793857,0.24757433616335625
