region_name,year,month,LST_Night,LAI,EVI,FPAR,LST_Day,NDVI
Donetska,2010,8,289.8117788891738,0.025134726863658845,0.17312796940899997,0.13421284262382113,309.6321780864982,0.32551615217638835
Ivano_Frankivska,2010,8,284.51192204889264,0.06783620587379419,0.3349885537511184,0.2361090016657391,284.6920940331863,0.5385302286544383
Kharkivska,2010,8,288.8887051893515,0.02552382785710391,0.15318155058848365,0.13526561125831443,307.3349239106278,0.31028320764610035
Khersonska,2010,8,290.02709831311984,0.029559294653146034,0.18668473906159117,0.14285738721747684,308.7896107281358,0.3219875912810163
Khmelnytska,2010,8,286.9611105772559,0.05474253041536066,0.2937587888665369,0.20181385816680433,275.00558701933824,0.48594771923140145
Kirovohradska,2010,8,289.0100337254065,0.035188809820458765,0.18740156452325413,0.1625917131867299,303.2664928942886,0.3572913829848604
Luhanska,2010,8,289.7611912002633,0.023246792955197892,0.15463242779686978,0.12331045518748662,310.36414959688227,0.2972024346518996
Lvivska,2010,8,286.2964579547418,0.06367356571571106,0.3471643791591649,0.22585725358274966,272.79345435910454,0.5488189701332389
Mykolaivska,2010,8,289.7686858565607,0.030082651354945075,0.18212821559411407,0.14702701410159438,307.4601052555559,0.3430009381840444
Odeska,2010,8,290.01934600312995,0.030082553744366303,0.18916548624459423,0.14239481317699898,306.2656607980736,0.35886463849941447
Poltavska,2010,8,288.3423039471799,0.036419759270113,0.19297972973641814,0.16548338934741214,303.2629012716044,0.34499696099335114
Rivnenska,2010,8,287.11055303030554,0.06079949653122057,0.33413782557994465,0.22163139087760084,288.22951099498175,0.5148732241744989
Sumska,2010,8,284.43926532559453,0.03566718899591429,0.21069117851830182,0.16647737497278287,304.9977615017566,0.3681198966722852
Ternopilska,2010,8,286.487534797935,0.05899346549899325,0.3077510570932539,0.2149527548580755,291.184448995604,0.4961450156921942
Vinnytska,2010,8,287.4336425017803,0.04815865737661757,0.2586641740744042,0.1893417990037726,293.2892450300184,0.4311947433570899
Volynska,2010,8,285.79356358351004,0.05341408122938981,0.31961281469678304,0.21022485852490264,287.7648736210282,0.5071368177008184
Zakarpatska,2010,8,286.58150048914104,0.06904817784988525,0.35419652866649337,0.24654924690690364,298.1553574785235,0.5508958246405942
Zaporizka,2010,8,290.3239972500933,0.025191798376681,0.16753863130168864,0.13222278650090322,310.39706481485246,0.30791871348969024
Zhytomyrska,2010,8,286.68645904960994,0.05075006423657095,0.2832444180737561,0.20216145458679402,291.49575662365856,0.47259025062224613
Avtonomna_Respublika_Krym,2010,10,276.2263456545855,0.009711279119802851,0.13992571856205527,0.07429229971895919,288.53775364564297,0.31204961870574693
Cherkaska,2010,10,273.9306723882916,0.013155219317967922,0.151045310084306,0.09458880042716505,283.05721056507787,0.32557888216401676
Chernihivska,2010,10,271.04028717461824,0.018759565626329182,0.1818901193949406,0.12140906548302648,265.6137268856153,0.3616205823319683
Chernivetska,2010,10,267.57811152262315,0.021141884085935307,0.1804225998053475,0.13257780086742765,259.33850593432095,0.3684456921666086
Dnipropetrovska,2010,10,273.9975285357391,0.007521337337897259,0.12396494816610003,0.06266322168401338,285.55085963398085,0.31557861564537953
Donetska,2010,10,273.5670869650315,0.006409170300299058,0.10322142000716442,0.05322005364281912,285.89196150182573,0.27571501766836803
Ivano_Frankivska,2010,10,269.5128553926479,0.020190197620319775,0.19165394714901587,0.13449580474813058,263.37227588933655,0.38060000262131854
Kharkivska,2010,10,272.7632913065067,0.008362280658295461,0.12341042633815857,0.06640156240595879,275.26274751611726,0.3226492727248929
Khersonska,2010,10,275.2778938710183,0.009573051937296864,0.13626870122463688,0.07262865204832118,286.46296931093775,0.3099193630637526
Khmelnytska,2010,10,264.6932746540843,0.017104635996316016,0.16533121669601594,0.11281585647024381,274.33307140263116,0.362682181181034
Kirovohradska,2010,10,274.4253778470383,0.011625983250050684,0.15018997859054134,0.08557402491007014,283.56801155062806,0.34335362219912874
Luhanska,2010,10,273.0076321720137,0.006319859337077757,0.09317007702765996,0.05064968793154817,285.3101519303106,0.2464424680718962
Lvivska,2010,10,235.3338351712205,0.024376607870187268,0.2063431585733156,0.15230300692137058,282.995558976944,0.388724730661934
Mykolaivska,2010,10,275.1148996330519,0.011668475523430196,0.15362614799080856,0.08500453187750433,287.46816632163524,0.34511002962825366
Odeska,2010,10,276.86460010570596,0.013054103068986224,0.16292745659664767,0.0928314363183658,288.01812778751486,0.34870388913296113
Poltavska,2010,10,272.8656988101004,0.010669397961192024,0.13963684882587915,0.0790284817078006,269.9223322817869,0.32635871982628933
Rivnenska,2010,10,242.39154936322967,0.021486078777929088,0.19155616056736235,0.138756287098754,274.800962940614,0.37605622368885927
Sumska,2010,10,272.44681065651287,0.014710908431906445,0.16358216488831936,0.10069379107751544,269.35685367102076,0.36855488307065554
Ternopilska,2010,10,247.10249011323157,0.01429836126415794,0.15064650869333934,0.09811905714469771,258.9268890223911,0.349156461528795
Vinnytska,2010,10,272.6709526297531,0.01543601715174423,0.1565500983717083,0.10628906072148812,271.8544215844556,0.3385863254118649
Volynska,2010,10,268.99489269592465,0.02142552275355133,0.19292791525080644,0.14249212196279665,282.9132715694785,0.3641340594474353
Zakarpatska,2010,10,256.765368940611,0.024556203385562008,0.19925901141805102,0.1607420431649665,285.98525716634026,0.3513434485758566
Zaporizka,2010,10,274.18531125357526,0.00556413309653196,0.10004021345381536,0.04660988680848719,286.3854579274408,0.272054716560146
Zhytomyrska,2010,10,273.42534160399174,0.017773442997131666,0.17433433854697433,0.1212644354324034,262.84825862638894,0.3559878181676372
