region_name,year,month,EVI,FPAR,LST_Day,NDVI,LAI,LST_Night
Dnipropetrovska,2015,5,0.30236722791765513,0.1990385054586179,303.95021546822136,0.5028198179847788,0.05368205387237124,284.3003736582315
Donetska,2015,5,0.29728335791561944,0.19495498404607403,304.42828837817416,0.4983656025260668,0.05349175974503125,283.822513386101
Ivano_Frankivska,2015,5,0.43362300102410717,0.2607951755212188,298.7174411916407,0.5893730964199264,0.10534816229318421,262.1211823113637
Kharkivska,2015,5,0.3086668682846441,0.2059225039826484,304.01815337808154,0.5292645771064058,0.06277982610423835,282.8804413043065
Khersonska,2015,5,0.31193570407433124,0.22078872597393262,303.485824096438,0.48140151338050563,0.06808623965222707,285.1136962856144
Khmelnytska,2015,5,0.37039207967630183,0.22113295505651948,300.3841511882518,0.5330661182752404,0.07611987911444258,283.27583933976655
Kirovohradska,2015,5,0.2939781486610102,0.18290821040623578,305.9283288037308,0.4999954084380154,0.053495736417428864,284.6746459861451
Luhanska,2015,5,0.2789499899381332,0.19262613158238287,303.40194337845026,0.48267642784132075,0.055023858149881325,284.19175310262364
Lvivska,2015,5,0.46676569472526364,0.26154554829572263,292.09587065372284,0.6023593308466292,0.1067964194564749,269.9909971556115
Mykolaivska,2015,5,0.294540275747594,0.21357411643377874,305.07734184236494,0.4961658198568833,0.06512424875209419,285.1902968324047
Odeska,2015,5,0.3331811525303901,0.24246079237993629,303.47304370707207,0.5191285043731073,0.08091275764872527,285.0298081078452
Poltavska,2015,5,0.3320236484612262,0.1939637668875177,304.76048964691296,0.522673845074679,0.061662188071597894,284.41268072878484
Rivnenska,2015,5,0.38220715459050025,0.2156625569575485,295.9749764311988,0.5193958291446945,0.07084029726390105,282.7994574636188
Sumska,2015,5,0.3525276638927268,0.21939137060930733,302.7635447395372,0.5381663695463369,0.07555983828430743,284.1016563119446
Ternopilska,2015,5,0.37862441157850174,0.23224758278722676,299.44535114721054,0.548437280693692,0.08497335936079278,282.55581991093516
Vinnytska,2015,5,0.3610754151944575,0.22728870381365907,302.03575786876166,0.5294765211518163,0.07909840506940721,284.4625016078742
Volynska,2015,5,0.39292474637543146,0.2260815792040924,295.1467563584464,0.533498035594571,0.07668072380513641,282.0377964725047
Zakarpatska,2015,5,0.38630729940356234,0.24815465283100874,301.1566999959884,0.5224588150799397,0.08412683313380401,284.30174828449964
Zaporizka,2015,5,0.3031831844121602,0.20722042809898114,304.6572005836932,0.49367652190252587,0.05912154957585926,284.49106488892124
Zhytomyrska,2015,5,0.3383326702876663,0.20635788393436064,299.31295012543524,0.49881502526749194,0.06537536742812787,283.5981386776881
Avtonomna_Respublika_Krym,2015,7,0.221981954691258,0.15719126799699007,308.74656266865856,0.3633988656470037,0.03920748582799229,291.05861552507434
Cherkaska,2015,7,0.40015030938920754,0.2658848361393947,302.1165991253314,0.5524823765641624,0.1102212148993251,288.73384525683906
Chernihivska,2015,7,0.4160933954476893,0.2654608410489644,298.4692249885679,0.5719806239458921,0.10944722693270138,287.39535585130983
Chernivetska,2015,7,0.3417740397136809,0.23435857988479722,305.62220165374106,0.48722438323098155,0.07766006246365507,289.7285132629032
Dnipropetrovska,2015,7,0.3495848578992865,0.21820575600027622,304.2488420147726,0.5103972234632888,0.058509231371185653,289.6048426248281
Donetska,2015,7,0.2904948450095081,0.2010979442106268,306.5692421440336,0.4662452371701649,0.05348527431104743,289.88106735524553
Ivano_Frankivska,2015,7,0.342951883506551,0.23000574977614213,303.659142005105,0.49315164134932055,0.07385345772133294,288.32520133595375
Kharkivska,2015,7,0.34342269642210427,0.2266215493731538,302.80812672134965,0.5061960736340972,0.06982117765687369,288.6165108341686
Khersonska,2015,7,0.2575744935073036,0.17830885403515762,307.39966934900855,0.40283572520489563,0.048265723678360815,290.81533182186246
Khmelnytska,2015,7,0.3499075319951922,0.24330533607674004,304.1101815239409,0.4991845546144288,0.08729537394068883,288.00346423070977
Kirovohradska,2015,7,0.3901017934789495,0.2563693993930475,302.87922990898653,0.5533004394126665,0.09246860687866923,289.2416674824756
Luhanska,2015,7,0.2654449746188038,0.20522825660040958,307.28905826288343,0.4413212983008723,0.058208387619583676,289.90376063199875
Lvivska,2015,7,0.348256870856189,0.23358662400997787,301.5830603458935,0.49286129942777557,0.07950500304047164,284.0559527322293
Mykolaivska,2015,7,0.28917008551112666,0.2011859616832667,307.50831323096776,0.4500903672770891,0.05722741445191683,290.7237961135664
Odeska,2015,7,0.21603138469537114,0.16033494812277244,310.89659040851865,0.35873110436241123,0.040560276763870064,291.7199096412685
Poltavska,2015,7,0.4362179997371264,0.2771175978846023,300.1083487716727,0.5961888352245418,0.11664390583904155,288.5531853645724
Rivnenska,2015,7,0.358338841752635,0.23671112754297696,302.78633741228816,0.4951733445695707,0.07957551968428146,287.2341137752576
Sumska,2015,7,0.4079127276716147,0.26196828914789805,291.5237349164127,0.5687078697337775,0.10743460750250097,287.51703133187124
Ternopilska,2015,7,0.3440971719306379,0.2266516485544595,304.3603554816681,0.4783693645542397,0.07564344892934474,287.7663479790984
Vinnytska,2015,7,0.31649268667146824,0.21964010325411285,305.63127371700887,0.46038717762109227,0.06934101986510317,289.41196360507354
Volynska,2015,7,0.34181340864936494,0.2268383472333794,302.44908659288933,0.48539173881977277,0.07083093014353599,286.8373901332284
Zakarpatska,2015,7,0.2728324370328789,0.1910854133347568,307.96498572074324,0.4174552558151431,0.051035869084631945,290.31679551362487
Zaporizka,2015,7,0.28651611394784987,0.19191280642875702,307.33099878045385,0.4418348536695311,0.049682025979581164,290.3535185935409
Zhytomyrska,2015,7,0.3419814008629611,0.23775452498040886,303.7108454128593,0.5048887705838878,0.08072900292496195,287.7055969464653
