region_name,year,month,NDVI,LST_Night,FPAR,LAI,LST_Day,EVI
Chernivetska,2014,8,0.5158086593863747,285.9719906431521,0.2398328379447429,0.07881491160967849,300.2168705099952,0.3467090608544222
Dnipropetrovska,2014,8,0.30146410766449366,288.9081786542598,0.10767939147630158,0.018401552771095134,308.3773453849768,0.1511338432587521
Donetska,2014,8,0.3196942894218944,288.88332912162764,0.12175817669772536,0.02240270009758949,309.2238728569743,0.16640750423009085
Ivano_Frankivska,2014,8,0.538539231121752,285.4085994488139,0.2367591551224037,0.07358993004490054,298.5161781333994,0.34529626909737665
Kharkivska,2014,8,0.3622468675868736,287.40184996518735,0.14003048580337132,0.028729116719667675,305.02544866706563,0.1853950730785971
Khersonska,2014,8,0.26008254286334115,290.03864436161786,0.09788164930024223,0.01926737027576523,311.64280444355256,0.1486396456333177
Khmelnytska,2014,8,0.5130714134927907,284.9360406162167,0.2356136633980452,0.07660018792421855,298.7372919788346,0.3373748457757265
Kirovohradska,2014,8,0.3351713800353405,288.157256481994,0.15118035451499695,0.03297186059900724,305.8770204479215,0.18403401391393717
Luhanska,2014,8,0.337376540880381,288.4471325070887,0.13751934292567855,0.026969766981915784,308.17886169358707,0.17333456499730168
Lvivska,2014,8,0.5074455358365528,283.4731856017608,0.22448537482537925,0.06357845497294289,297.5882375394368,0.3242869999093887
Mykolaivska,2014,8,0.2661016198960004,288.52379582295725,0.10078996704131239,0.018941592095799747,310.97510188466146,0.13444814804869157
Odeska,2014,8,0.27260988303560085,289.45262378137505,0.10257416319051635,0.019951241213522347,310.29505340413795,0.13892321881729963
Poltavska,2014,8,0.34907133842690036,287.25478028037327,0.15641556263304135,0.03433333039651755,305.02459494683217,0.20644341815414113
Rivnenska,2014,8,0.5129942169764786,283.84395127044775,0.2388365147346384,0.07072752508448975,297.60958572272756,0.3364104818482936
Sumska,2014,8,0.4295785465108059,285.65373462744435,0.2017374106729162,0.05347322912248483,299.823064999259,0.256747712223757
Ternopilska,2014,8,0.4923112900718962,284.8493290979648,0.2233271823029089,0.06716581368827648,298.7603717371087,0.31541847192881944
Vinnytska,2014,8,0.45218204378300164,285.92489851561896,0.21198211015910412,0.06078343028393999,300.1188044602913,0.2896658207283737
Volynska,2014,8,0.49780865073017466,282.156985076972,0.22452034383495478,0.06030154306876165,297.42525599655,0.32521483874105683
Zakarpatska,2014,8,0.48571340610029096,277.3805166737719,0.21603375133184008,0.05551014874908795,299.72280589902107,0.3049346190009487
Zaporizka,2014,8,0.263775406355222,289.7275516100746,0.09270573193671006,0.016132946381300882,311.5700706144025,0.1407335839052142
Zhytomyrska,2014,8,0.512958565909641,284.4823954543876,0.23483908661013755,0.0718751031204233,297.06659834902894,0.33926030118629397
Avtonomna_Respublika_Krym,2014,5,0.42418947921207095,281.5597141547851,0.18676490190447456,0.051364386964770824,304.73018552058386,0.2635110670141624
Cherkaska,2014,5,0.5706240620871609,253.33970860396062,0.21938010816976208,0.07699561736041245,300.45152122562837,0.4059327112227323
Chernihivska,2014,5,0.5598494482953039,273.0343503072347,0.22499451927832287,0.07895576617190217,300.83694013996956,0.3983729634389172
Chernivetska,2014,5,0.5682278234338027,271.6232266599759,0.23928578201198825,0.08647969045792181,298.3224458937585,0.4018067144690454
Dnipropetrovska,2014,5,0.5294575232251523,263.15275147364366,0.20928236828168906,0.0566575693363656,305.4482881661373,0.34060869033202296
Donetska,2014,5,0.5411598221053436,264.47544771180696,0.22562969453653683,0.06791540562674513,303.9755252065425,0.35298705332969027
Ivano_Frankivska,2014,5,0.6026564236640527,236.28196036174717,0.2570755183094535,0.1039202933567584,298.67344952459115,0.44226976110761446
Kharkivska,2014,5,0.567702465866153,243.97919034446977,0.2275248069960379,0.07292568295315222,305.36204129559064,0.3799961437183911
Khersonska,2014,5,0.436125550493683,280.70446739091324,0.1857205515102087,0.0503088513219356,300.0943024232112,0.27447898293495754
Khmelnytska,2014,5,0.5645969069780579,256.407238132354,0.22583569022626462,0.08043913806461685,298.7250826753687,0.4098061806012698
Kirovohradska,2014,5,0.5387567492785434,243.38405349820007,0.20173147180640974,0.061254284146190593,301.870689737499,0.34737785560560386
Luhanska,2014,5,0.5182667886254744,242.03884117983085,0.2191510149883273,0.06740314187676534,302.63415648482527,0.3246505858318957
Lvivska,2014,5,0.61252873944427,216.50122820325623,0.2661678341472364,0.10980649157467448,295.80217614072785,0.4615028303657428
Mykolaivska,2014,5,0.4874424785144531,276.87349749732977,0.1919633701883133,0.05365926822219169,303.1668879523119,0.29896916831159354
Odeska,2014,5,0.5383040298943681,283.56333927537696,0.22875097306588174,0.07712184115989582,302.3111961296239,0.34331685899941244
Poltavska,2014,5,0.5601308677943352,246.11123465912112,0.20431243046967718,0.06354101574060854,305.6628753165813,0.38099567823527297
Rivnenska,2014,5,0.5792751395590029,267.41863399672746,0.23315755901830396,0.08386902358468838,292.58801330265726,0.43285016458046216
Sumska,2014,5,0.569996994002197,275.13857652038246,0.23359791933303303,0.0822763519438654,303.4557011607368,0.40418727006093214
Ternopilska,2014,5,0.5704636288051771,233.53958109254197,0.2330515272785245,0.08555581783164948,298.2545603975801,0.4173743083843602
Vinnytska,2014,5,0.5863984577798936,239.62905341141106,0.229692261470702,0.08395604811880393,298.7793046053254,0.42693644427349514
Volynska,2014,5,0.5897112255468637,273.59357228338786,0.25061461405493146,0.09220713719395994,292.8268577809626,0.4310859904404112
Zakarpatska,2014,5,0.5303819346720461,284.08491128372617,0.25996002817602276,0.09351295270444718,299.9726973445751,0.37183411578801173
Zaporizka,2014,5,0.49670152656054756,281.5200304408413,0.21469027416277092,0.06140908833314356,305.23137563019543,0.3173732153905307
Zhytomyrska,2014,5,0.5639729513022936,252.63118762421703,0.2264383596298942,0.07772583419151366,298.5507476931794,0.39197709141338904
Avtonomna_Respublika_Krym,2014,4,0.5122980007640124,279.0519081513199,0.2193903926686525,0.06455678824103815,298.14721232353554,0.32926898843138186
Cherkaska,2014,4,0.4472782297977203,269.99368220148256,0.14966676998186007,0.042428194761006205,276.0979028385052,0.2679527477487272
Chernihivska,2014,4,0.4288332954468112,256.80928801918907,0.12871273590913276,0.032291651111428746,239.12307429003354,0.2616309616498865
Chernivetska,2014,4,0.5017168775536858,279.4404910383451,0.20098495024073862,0.06429608208104876,282.7827943480491,0.3328764467714335
