region_name,year,month,LST_Day,NDVI,FPAR,EVI,LAI,LST_Night
Poltavska,2012,10,227.29175466955064,0.3809939100761297,0.09941126337619118,0.17418248646996126,0.01726431904774212,275.8239236494771
Rivnenska,2012,10,232.83775541874527,0.41862563507518724,0.13567894577015763,0.22255036627641248,0.025612281871697392,267.08637152006975
Sumska,2012,10,221.03683464614403,0.41264256169570607,0.10838555324391701,0.19962443640703667,0.019949501940318654,253.25209424377454
Ternopilska,2012,10,220.6404879773412,0.42186046885715195,0.11642077166310154,0.1956334142054177,0.021244860588453044,263.50300557565214
Vinnytska,2012,10,227.22447923038774,0.35451116387758475,0.0941739453349679,0.16802393796799742,0.014762107772588679,237.1042214997063
Volynska,2012,10,269.0613822729699,0.4143775974416312,0.15390172900169627,0.22681092041301595,0.026949530364894857,270.5924864657534
Zakarpatska,2012,10,235.92617471953048,0.3817623191054225,0.13144729306051053,0.19578837750910932,0.019100649714818587,276.5522280819357
Zaporizka,2012,10,291.91451123438515,0.37581258117748145,0.11254052644951143,0.17714299824538624,0.017170504390300403,274.78233585955684
Zhytomyrska,2012,10,247.13538575373076,0.40286771338133504,0.12539841975747462,0.20782447222338993,0.02229149598312695,264.55453653481584
Avtonomna_Respublika_Krym,2012,6,312.0877786922779,0.33393210118836375,0.14775886328715998,0.2052119557812638,0.03562724082998986,290.9870336948261
Cherkaska,2012,6,305.7766516319404,0.5216025988355493,0.24276935861138374,0.3622503709626898,0.08234322554008541,290.09351175443663
Chernihivska,2012,6,298.8990080047645,0.5694721573326904,0.2574216254650972,0.39588735621084753,0.09318459984925268,288.67439292384563
Chernivetska,2012,6,302.9621085008728,0.5734058311212613,0.2812177903674902,0.4031890272345366,0.11106172473440012,289.0627643573096
