region_name,year,month,LST_Night,LST_Day,EVI,NDVI,LAI,FPAR
Khersonska,2022,10,176.09561992628275,259.010327820528,0.16079323658401823,0.3195244176794943,0.011683188649722238,0.1021483881813542
Khmelnytska,2022,10,202.62505887494123,277.6783602715157,0.20710308407855024,0.3764400382393462,0.017465771358835137,0.13641615367069498
Kirovohradska,2022,10,204.56528468275494,288.4765090894056,0.1424823405044927,0.3420782006891176,0.010627795605689704,0.09141845707426438
Luhanska,2022,10,162.75006721694274,208.83021908361633,0.13536255324984056,0.2685657684101167,0.00930455751652074,0.08224430105453341
Lvivska,2022,10,206.13255275095668,274.42484539654134,0.2189417150208796,0.41863459419383753,0.02086559704286822,0.16012896684188854
Mykolaivska,2022,10,205.3254025692436,284.9855786489728,0.17308349402666862,0.36338067084181586,0.013570709549253844,0.11844587144549329
Odeska,2022,10,206.06508478621868,294.331760932679,0.15127442800322036,0.3029893331133115,0.010647466007745347,0.0966874004225655
Poltavska,2022,10,203.05853610720874,285.97350175256537,0.16077660675538305,0.36355656088717697,0.013003696846877907,0.10100908844190365
Rivnenska,2022,10,200.3525083664608,272.7171242949038,0.20141313382044104,0.39151475918454826,0.01656220182052782,0.13420240485041726
Sumska,2022,10,185.41579724517877,282.9957026798572,0.16974903180396125,0.3759605147163262,0.013621334683187818,0.10633762161546277
Ternopilska,2022,10,206.24610790822024,279.10696780961496,0.22894961320262738,0.4200072713311886,0.02205255810737782,0.15764214152552997
Vinnytska,2022,10,201.9226120614445,287.3943440096457,0.22735133530984944,0.4072310532245702,0.020292207237808023,0.15066693564532269
Volynska,2022,10,206.56443640288924,269.3884692669425,0.22602503437885252,0.4251603549468178,0.02031872400306959,0.15735916017621362
Zakarpatska,2022,10,206.8160999674158,224.01621624011494,0.17960150199285874,0.3358524127088419,0.012650008652618044,0.11555906917921223
Zaporizka,2022,10,189.11631152952583,256.9230443111858,0.12728913634618508,0.2735757013252562,0.007752885972250429,0.07293859296942133
Zhytomyrska,2022,10,203.32065606409304,274.62884903793787,0.2039150102464664,0.3947987723031073,0.01455785633526787,0.12386889061741811
