region_name,year,month,LAI,LST_Night,LST_Day,EVI,NDVI,FPAR
Dnipropetrovska,2020,7,0.03221191356293809,288.9194629632284,309.6954470694783,0.21821095718780198,0.3497009238211983,0.1461686840569256
Donetska,2020,7,0.03341816240877067,288.9354339449941,309.0429535733544,0.21502877493396882,0.3583530569721432,0.14797144327740258
Ivano_Frankivska,2020,7,0.08943218613273685,286.98415462991414,298.40354660185767,0.3859569708300481,0.5280873270968728,0.24066964233527005
Kharkivska,2020,7,0.054177010435782366,287.29221258507124,305.3042354002134,0.27559813816100975,0.41595142771442717,0.1897759257902177
Khersonska,2020,7,0.027025333419542535,290.2398009557053,311.6021166874685,0.18599170543566287,0.297784876616415,0.11813195221238865
Khmelnytska,2020,7,0.09933363491961884,282.3874756099108,297.56978825050027,0.4194174134411134,0.5631035979261796,0.24499897510119845
Kirovohradska,2020,7,0.06709076670052756,288.3028273903214,307.09123976439605,0.3137016917936218,0.47331954304220725,0.21222150212797658
Luhanska,2020,7,0.04177494419672949,288.3939245121035,308.5111555345502,0.23177515264980078,0.3819614555584298,0.16508816923649663
Lvivska,2020,7,0.08033671412496718,286.52546491278184,298.6544203925631,0.3816876854319473,0.5220428130321255,0.2303391629688948
Mykolaivska,2020,7,0.03041201801558027,277.96644266111514,313.07890949528615,0.18420637651119007,0.31799387071667323,0.1302773235248433
Odeska,2020,7,0.030732767738695054,287.83839806446576,313.8190812015284,0.1828797344921691,0.3180284527435472,0.1289083525862967
Poltavska,2020,7,0.11140189736076346,288.409335996397,302.7746930833971,0.4165211149175358,0.5758496554516902,0.27123968875882554
Rivnenska,2020,7,0.0836346948817222,286.9605777187417,294.80560597689833,0.3800727487440508,0.519009525891981,0.23224050025379103
Sumska,2020,7,0.12998368202761099,287.1409874211439,299.83938540334566,0.4579624941555179,0.6041019581371696,0.28096616350594633
Ternopilska,2020,7,0.08527666802354383,286.48817401427044,295.77507732640527,0.38391635113691697,0.5207655879288539,0.2319738202890366
Vinnytska,2020,7,0.10160106486247837,287.77656518210085,302.1684325009698,0.394647408197032,0.5381004721856603,0.2524739595015457
Volynska,2020,7,0.06714437617870332,286.5548327822458,297.4865828076963,0.33814259107692174,0.4691857163385551,0.21196755429719014
Zakarpatska,2020,7,0.10231872612125464,288.3211799555547,300.13328847054333,0.4322973529111122,0.5958865862558969,0.26861306124660583
Zaporizka,2020,7,0.027934327833479752,289.74610604806185,310.8538193558482,0.19051744145344837,0.318792431581289,0.12818225635088268
Zhytomyrska,2020,7,0.09345968521010205,286.96639564574144,300.4749762267142,0.39660598512562883,0.5432747763340301,0.24474829387399374
Avtonomna_Respublika_Krym,2020,6,0.023286270557107976,282.9948025580457,311.73398495291667,0.1649636044618554,0.2842580648687028,0.10573964451384517
Cherkaska,2020,6,0.10915391531174659,279.6034511960109,303.103181953877,0.4453448593748765,0.6099094356563708,0.2690276730732408
Chernihivska,2020,6,0.09772709039236294,290.24022785441235,303.19083908234927,0.4310650712840597,0.5875122336499079,0.253004901749468
Chernivetska,2020,6,0.09102403388128172,215.25588247210405,260.17479639774285,0.4101213780735987,0.5931830749902098,0.2479428928265336
Dnipropetrovska,2020,6,0.049107729906663095,283.5562853030821,306.8934791412511,0.285827977199464,0.4604606401642575,0.19507136318136464
Donetska,2020,6,0.051981365871113065,288.6190157684317,307.9671877024961,0.2778776520517685,0.4625737279155191,0.19802285701692074
Ivano_Frankivska,2020,6,0.10765159139044948,203.77378258822029,263.0188821838487,0.4507928910980375,0.6334000677507605,0.26183157240022564
Kharkivska,2020,6,0.08098199512270265,289.790672720868,305.04211340869875,0.35299776379088454,0.5501026607356863,0.24557718803138337
Khersonska,2020,6,0.03477443506360347,282.172927638196,305.9035808324817,0.21171166105081324,0.35037763247022613,0.14300191022571906
Khmelnytska,2020,6,0.10092895962318392,210.05024104240732,295.73085165266167,0.428824684899598,0.614346721107578,0.2591835985684276
Kirovohradska,2020,6,0.07575849775360562,279.38075296482725,305.4699503171027,0.3650976648717755,0.5546408149435906,0.23190107951593547
Luhanska,2020,6,0.05851173693568337,289.84848457038726,308.8655744669626,0.28088748869350616,0.4738756644244308,0.20749234606543007
Lvivska,2020,6,0.10300313352917996,183.41249868849442,256.85952329473855,0.4314208710175775,0.6022501025488723,0.2584200538844255
Mykolaivska,2020,6,0.04296910660287927,271.96215806054335,304.57037521482516,0.24797573372669834,0.4096354539110879,0.16647412310900545
Odeska,2020,6,0.03563445200901771,287.4488060422695,305.59430150822726,0.21932602064513404,0.3820457945378352,0.1411183399180061
Poltavska,2020,6,0.09553909381666659,291.1646017945301,304.9608833427882,0.41152973287727557,0.5999189078104405,0.26058792689944144
Rivnenska,2020,6,0.10283152294963488,211.8466755380352,280.66116396270183,0.42280990137521646,0.5998734930326576,0.2616201272146423
Sumska,2020,6,0.10902605658881528,290.47249566351906,302.93363485041084,0.44784899436719877,0.6133049697670074,0.26877284407454033
Ternopilska,2020,6,0.10891891408511334,211.43525540769397,267.9627322838789,0.45084671121513686,0.6274140822612188,0.26349779206992346
Vinnytska,2020,6,0.103724867120125,231.66816742365359,300.68671747699966,0.4315180265894974,0.6147791646349704,0.2630017893950821
Volynska,2020,6,0.10864944141235697,201.06311335224586,275.23083103798245,0.4089240523830917,0.5815445418603503,0.2707309281966439
Zakarpatska,2020,6,0.0743663782993573,211.78476755294147,232.70251273500392,0.39838981405566803,0.5720663329657759,0.22631032720119243
Zaporizka,2020,6,0.03954237016652938,290.9618999346083,304.09982616586757,0.23127611684984775,0.391066167561752,0.16455371384709838
Zhytomyrska,2020,6,0.09092021830349353,270.3673687663985,301.1568062150716,0.40134472648172426,0.5786212838423079,0.25015518719876356
