region_name,year,month,NDVI,EVI,LAI,LST_Day,FPAR,LST_Night
Kharkivska,2021,7,0.5550201619598264,0.3967908328405945,0.0798386839826112,305.0745352595516,0.24685539011378985,270.77097235966573
Khersonska,2021,7,0.4204701658548135,0.2855338105099381,0.049874139141005774,307.70706661582847,0.18334688267842628,292.34337731570355
Khmelnytska,2021,7,0.6007691544330365,0.47868133445517763,0.11614637471942196,299.4859943951833,0.27006762371004145,289.14803585820783
Kirovohradska,2021,7,0.5941965579707906,0.4720985010794255,0.09544895985333457,302.8637075558063,0.25976502711847804,291.0670767885532
Luhanska,2021,7,0.5006092296508884,0.32998244535878263,0.06938701393793244,307.869574615154,0.22905214184251302,275.33701275024816
Lvivska,2021,7,0.5807559333742167,0.45348068619404613,0.11355194191670137,300.6732539487521,0.2718612961394168,289.1527815519065
Mykolaivska,2021,7,0.4890259250835563,0.35617093033932684,0.06145735338696607,306.56191818331286,0.20880156989128773,291.78559566132884
Odeska,2021,7,0.46489612191889645,0.33367352644263465,0.06041948815669094,306.66066563723814,0.2037350368907934,291.93356470186586
Poltavska,2021,7,0.5821596371268202,0.4389922631845406,0.11095704356096302,303.5872749241004,0.27494357930173785,291.15364639202437
Rivnenska,2021,7,0.5692422497278279,0.4438275188817101,0.10002427447300492,299.9219375829552,0.2576515431437602,289.0820856965362
Sumska,2021,7,0.5853649757006057,0.4448148239788037,0.12128746531512699,302.1204471232971,0.2799305737719429,290.1759447243973
Ternopilska,2021,7,0.579724669434655,0.45009081912476084,0.10894495918217362,299.2662864548774,0.26537147259404337,289.01617387365167
Vinnytska,2021,7,0.6070191292339511,0.47860742470378076,0.12372796613008585,297.7610269987459,0.28044389984341933,290.0119294675181
Volynska,2021,7,0.5241860863054351,0.3907951891684328,0.08351513966516663,299.30872481483885,0.23911891727716594,288.08305730497955
Zakarpatska,2021,7,0.5380776863806294,0.37353390717438645,0.076146648915547,304.41807614586185,0.23541021263305484,291.3818977942558
Zaporizka,2021,7,0.48218732110817153,0.33641930715975477,0.057442585784176825,307.4458295183447,0.20831789314040464,292.0208609262815
Zhytomyrska,2021,7,0.5646372365574347,0.43216293588049526,0.10599882685423868,299.509104705123,0.26043394493579153,289.16124810688785
Avtonomna_Respublika_Krym,2021,5,0.45105087929265136,0.2950041368035098,0.06027190006464485,301.1594489929541,0.2005668937260604,279.87797790179354
Cherkaska,2021,5,0.4592024274948301,0.28580027469115077,0.04453043521501854,290.42987476552423,0.1589540891936585,278.8026587144155
Chernihivska,2021,5,0.46867393053644246,0.3208344061931919,0.04959168360866253,269.179011980591,0.15931124020248752,265.238990840768
Chernivetska,2021,5,0.5260776146903721,0.3626120586205598,0.05574135204222259,278.140459215767,0.18529985792678794,248.9042333225212
Dnipropetrovska,2021,5,0.47259696142012336,0.2868075231689485,0.043272068755470856,293.043886750642,0.17152202145518555,273.6405111536371
Donetska,2021,5,0.4911919865364152,0.2878038315677281,0.04725995099979253,292.5437894116095,0.17210620234285212,260.9401480124958
Ivano_Frankivska,2021,5,0.525125988271288,0.38031356874500366,0.069744943523354,294.067719220496,0.2061877103326992,281.84236087405463
Kharkivska,2021,5,0.4639126337866326,0.2546055217814774,0.03821831073569809,279.9530792291301,0.14480982986942692,265.51092520663315
Khersonska,2021,5,0.5128056000875808,0.3566472202334846,0.07864070343285605,297.5294112013357,0.2312513552576366,277.7813276065941
Khmelnytska,2021,5,0.5045627400338067,0.35281601508517024,0.05469815527738939,293.36695039952997,0.17628928100371913,275.2679185613973
Kirovohradska,2021,5,0.44465206815643055,0.25844143828324995,0.0404092425661272,292.93473342610895,0.15348976951563123,264.80669116184004
Luhanska,2021,5,0.45441139878183306,0.2528698591853084,0.04089586980002262,286.6518594993496,0.15181250404538,264.54876572285565
Lvivska,2021,5,0.5149416115181501,0.3817752982214159,0.06606440300560688,289.5634717925992,0.20325816327078763,279.76255244512896
Mykolaivska,2021,5,0.5425656833032866,0.3525741767827154,0.0767338204396766,299.3081653603139,0.22760298409663574,278.6143735320404
Odeska,2021,5,0.5898720887978958,0.4056696491274391,0.09510580292662174,298.78346172056206,0.25300382503865754,282.49764102281523
Poltavska,2021,5,0.44818657853565014,0.25977752326533615,0.0381498520016851,281.3042886628895,0.13960766073470154,263.55468998841127
Rivnenska,2021,5,0.4838940980337911,0.3635182123747807,0.05545038017015028,288.3498715678854,0.18184358625088323,278.88460838678856
Sumska,2021,5,0.46006773784548555,0.2805384374872249,0.04220928369855214,278.6767856148228,0.14789095782868245,269.93048973410964
Ternopilska,2021,5,0.516822086563432,0.3637971227723503,0.062395661984250644,291.6305971196423,0.19409604078414294,276.25793088082185
Vinnytska,2021,5,0.4874093503505677,0.3489964715395184,0.04811998374545825,259.89098238761363,0.16536892329843814,280.7454072555831
Volynska,2021,5,0.5221760493268954,0.4096741007205584,0.06513633203386286,293.2795491497735,0.2041132426907708,273.50024455288445
Zakarpatska,2021,5,0.45143256115852926,0.3294308788793481,0.058420599279907226,300.0652787532098,0.2002128049290219,230.26558155003144
Zaporizka,2021,5,0.5029629690651116,0.32283231977249877,0.06211023608564185,294.9881498608654,0.2067040638636876,271.38574748821856
Zhytomyrska,2021,5,0.48955757195004634,0.3491012229439322,0.05380199124781579,271.4570107140591,0.17718275292113972,278.3508732527166
