region_name,year,month,NDVI,LST_Night,LST_Day,FPAR,LAI,EVI
Vinnytska,2016,4,0.47751237480066355,274.4489300408879,295.84470305201125,0.18043026229381423,0.050501487378136235,0.3052111905228784
Volynska,2016,4,0.46973440462808125,258.22402030407864,292.3340900456427,0.17076104420574972,0.04097353764801306,0.31778813868117023
Zakarpatska,2016,4,0.512943747931219,278.82351632556714,294.79843846106223,0.2226184377109277,0.0647371297165251,0.3614030721150959
Zaporizka,2016,4,0.46581796372313633,279.8781464500086,296.10852903803016,0.13056234642095413,0.030066436862629282,0.2572423171655816
Zhytomyrska,2016,4,0.4265235348398666,258.9614476001777,295.54171886552956,0.1497936703584999,0.035472602020242584,0.2553025036239789
Avtonomna_Respublika_Krym,2016,6,0.3988779718825419,290.35698589976283,305.81810887764567,0.17300255696835634,0.04491101238046967,0.2569942355454043
Cherkaska,2016,6,0.6142972109195759,288.96970829556324,296.65690273004196,0.26859288791203667,0.10872191697496661,0.4682512783298422
Chernihivska,2016,6,0.5919210343556299,288.19517740037384,296.86701480942804,0.25593129792097635,0.0976291434437254,0.4356569177202633
Chernivetska,2016,6,0.5345208651325721,218.32901282172605,299.4969116859095,0.23746555409521328,0.08294721863790062,0.38494156903880755
Dnipropetrovska,2016,6,0.540281543229414,289.44414322864316,299.47811438846065,0.2117981536847172,0.05644073437359035,0.35114491996237496
Donetska,2016,6,0.4810930560666901,289.3923098690012,299.2109503072735,0.20627650968744116,0.05576118126878685,0.3010611038783804
Ivano_Frankivska,2016,6,0.5744480613172273,280.94289242386674,298.88014507765695,0.27374920278718007,0.10973643173788541,0.41804599414461396
Kharkivska,2016,6,0.5776308771733678,286.645249798465,296.40378660135514,0.24627465965162942,0.08213202382182888,0.39568778922665787
Khersonska,2016,6,0.437341310243848,289.66135326806676,301.75972048408784,0.18786487250071826,0.05086120082007979,0.28752151518906155
Khmelnytska,2016,6,0.5908486853075199,269.5834704118359,297.55710778672244,0.26347773761509,0.10332663887744718,0.4507666748066955
Kirovohradska,2016,6,0.586303660539862,288.928829682833,299.64070323919526,0.24011486611543761,0.08037323460835873,0.41554818054947185
Luhanska,2016,6,0.5289220294975431,286.3142225958185,299.1765052114331,0.2277784260011741,0.07112314652491408,0.33715088254933473
Lvivska,2016,6,0.5930995914143016,272.47483070889365,296.3731849072567,0.28163035409058396,0.11842198070554254,0.43884145660813745
Mykolaivska,2016,6,0.4789266723495759,289.36932452110915,300.62093369300584,0.20597334378094018,0.059556042198217855,0.3198040372840246
Odeska,2016,6,0.45329370800816593,288.64827240201754,302.553759719728,0.20257236482510538,0.059566775824130745,0.3120104278338938
Poltavska,2016,6,0.6296337030442428,287.2934028517447,300.0815742457318,0.2686798317897819,0.10354019588742301,0.46176886885956103
Rivnenska,2016,6,0.574512107098537,286.55663016927764,289.297301236053,0.26445388471417497,0.10459395756221299,0.4310776794051593
Sumska,2016,6,0.6187276801339964,288.11841901692674,297.7250991706037,0.2662862969389265,0.10469237778560517,0.4555927043317964
Ternopilska,2016,6,0.5862661903701908,243.70791596503145,296.8979838273086,0.264892311862601,0.1042642753358973,0.4326380949402736
Vinnytska,2016,6,0.608970175098901,285.60947589199725,297.14206982937026,0.27408699329950736,0.11281603287548618,0.4663148049611926
Volynska,2016,6,0.5688134854306893,287.40822163893944,291.82440565608914,0.2658833359790767,0.10261799260980309,0.4107653494747341
Zakarpatska,2016,6,0.5219817635257346,234.81235022526087,291.12310459066094,0.2213502977707276,0.06499083740356215,0.347065308232879
Zaporizka,2016,6,0.4564040677801247,290.0418860210878,299.7388532944189,0.19699833982414125,0.051923205447008236,0.29544565070700574
Zhytomyrska,2016,6,0.566465598955985,288.24776525692107,299.85400933019224,0.25143770666971493,0.09217291159160762,0.41359809895801325
Avtonomna_Respublika_Krym,2016,10,0.2907716058896211,270.15480636205666,270.7225371537373,0.08250191689337118,0.011148416600154105,0.1317595071890453
Cherkaska,2016,10,0.2507030166339747,246.0468410953158,268.41089941472507,0.06742931866274716,0.009270123767538158,0.11425133361372865
Chernihivska,2016,10,0.28132012255447136,172.67812689234023,203.5222104575475,0.07554826170013784,0.011255802544114308,0.1357710775987236
Chernivetska,2016,10,0.28012630319598847,218.13923477086942,244.89123705947853,0.07524948650116896,0.011178973510584111,0.12969102989803377
