region_name,year,month,LST_Night,NDVI,EVI,LAI,FPAR,LST_Day
Dnipropetrovska,2019,5,285.22388729586197,0.5437017530867442,0.3421693350637619,0.05584585366542326,0.20563780772055001,303.52966482249934
Donetska,2019,5,287.2499213906585,0.5582952150001674,0.3438466563972536,0.06946267315422437,0.2294607508110954,304.2818968657099
Ivano_Frankivska,2019,5,244.43746290575658,0.5597523558619159,0.39249769633761133,0.08371112801283986,0.2280930437119075,289.126962071167
Kharkivska,2019,5,286.68941817431624,0.5770908293989364,0.3586343830258936,0.07089176726012893,0.22048960931014402,302.39784335962497
Khersonska,2019,5,286.98410218045524,0.5013853712029167,0.33278582996573636,0.07324488643960009,0.22785204031409342,301.88117493972163
Khmelnytska,2019,5,251.53927921870653,0.5534373614010336,0.40738360141184937,0.07539640375396399,0.2108332304317574,292.49765994298446
Kirovohradska,2019,5,268.89690034551677,0.5605494584894898,0.3552432165185641,0.05997969338832501,0.19677869409517157,293.76900966169524
Luhanska,2019,5,287.03616292748734,0.5390011144642439,0.3202264223247555,0.069651538272704,0.22068488351990573,304.576681077846
Lvivska,2019,5,251.75532957518644,0.5914604487358319,0.43052860561066697,0.08975700028507262,0.2351085139787887,286.5799333188132
Mykolaivska,2019,5,284.91903696063997,0.5418668522329999,0.3532627940518871,0.07008263603947647,0.22146883197982703,291.7497570134318
Odeska,2019,5,282.0451837097882,0.5320755588232103,0.3459891657412911,0.07679527905253965,0.23251239696936296,299.6402580493009
Poltavska,2019,5,287.18043434699035,0.5478798915016884,0.35325671206224424,0.06568732055200747,0.2019439442395792,302.2374752751671
Rivnenska,2019,5,254.7481546622051,0.5485451871650803,0.39787106752737494,0.07440740940637952,0.21506558146225385,292.3245857196298
Sumska,2019,5,286.34228973555105,0.559942709910234,0.3846227349277612,0.07521552501705837,0.21634121279906976,300.6239564507434
Ternopilska,2019,5,254.85606629700706,0.5554780850910476,0.4004431307208105,0.07910691294271636,0.22158585083674207,292.882951354573
Vinnytska,2019,5,269.9257521808183,0.5603369782654438,0.4124047986601873,0.07231976868734936,0.2083066033503364,291.02527099444643
Volynska,2019,5,262.6693291560794,0.5546909567152751,0.40853619363209576,0.07943243638951132,0.2261525266370805,287.1399589876699
Zakarpatska,2019,5,285.8930797607614,0.5628196665182276,0.4011687250969633,0.08695309238311918,0.24355849896779533,297.30119921152345
Zaporizka,2019,5,287.34872906959004,0.5392045044425171,0.3472336246821118,0.07301156580009283,0.2339482732440053,303.13650889544556
Zhytomyrska,2019,5,230.94455337524388,0.5331738287275507,0.37628477153114837,0.06780353758633734,0.20657081513571335,296.39822040500565
Avtonomna_Respublika_Krym,2019,4,270.7541698489788,0.5113604463313014,0.33266476761246927,0.06399695401710308,0.20844524571783413,297.61675110589493
Cherkaska,2019,4,268.9716820151263,0.38843018799226975,0.22932246980676832,0.031042214410092965,0.12698230410789765,295.8304515466169
Chernihivska,2019,4,248.22097687950279,0.36484785370201267,0.2197127208408974,0.025223560795107448,0.11342098723101249,289.39111949342794
Chernivetska,2019,4,277.2187481457586,0.4313382207027784,0.2676384253228994,0.03999054662814564,0.15508106145697417,273.3427612970839
Dnipropetrovska,2019,4,278.2882292724528,0.43206982722417525,0.23239806549583597,0.028980841163792653,0.13675609103797426,300.4726777688915
Donetska,2019,4,278.5971929713757,0.47626963579573534,0.26226743621421766,0.030111932897392668,0.1336555021705277,300.2417893675692
Ivano_Frankivska,2019,4,276.6111982829761,0.4230234851623289,0.2625004843828257,0.03798305890472246,0.1500892879296541,262.668790930688
Kharkivska,2019,4,278.4120640255832,0.4315794790485433,0.20967910910415025,0.02452087744410441,0.11342152616301872,301.0138360206382
Khersonska,2019,4,277.56726525102,0.47835257076340887,0.3027353648205592,0.05275237178749702,0.18751092343693423,298.06169357304395
Khmelnytska,2019,4,275.4048401905387,0.4322926752158804,0.2623495364657574,0.036488074789099156,0.13888321487855673,277.6760719891995
Kirovohradska,2019,4,274.22907624882316,0.39628954689815366,0.20850168524828214,0.028393154553471387,0.12181344662796935,297.8851233984801
Luhanska,2019,4,278.97923372093754,0.4135953567747532,0.21125990234013028,0.02474996469432727,0.11389029429976551,299.8817771117931
Lvivska,2019,4,276.74961295311925,0.46849008888723637,0.3115263903316169,0.04927921830002716,0.18369896287173137,287.2997552612693
Mykolaivska,2019,4,277.3676049267032,0.4839874480514728,0.2906997901259989,0.05123330040017773,0.1823444558694868,296.2720037570982
Odeska,2019,4,244.9926767490792,0.5135364826694514,0.3225611949271638,0.05609117593634052,0.19130187697372308,277.24156611429004
Poltavska,2019,4,277.6416692585079,0.35938288057992884,0.18679369198978257,0.023929075593950255,0.10618469711786725,298.9124806124343
Rivnenska,2019,4,277.14236164635787,0.4184348532504192,0.267809469055327,0.03555676980077199,0.15093644179432605,289.49653657283034
Sumska,2019,4,272.60846361780347,0.3574476543291119,0.19279851337322002,0.023243281271848895,0.10637721510348859,296.7085901731605
Ternopilska,2019,4,276.42154616325223,0.4123541605469201,0.23922533888896919,0.03385238590310327,0.13519614348961959,280.1574261826789
Vinnytska,2019,4,252.56259642930698,0.4068743527354407,0.24910879032994881,0.036807060373735837,0.13889318247812085,290.2593438899232
Volynska,2019,4,277.3400163210542,0.4507464918965165,0.29948572306042215,0.04656882840249146,0.18526776313759108,294.4640563997484
Zakarpatska,2019,4,279.7606407181647,0.4513457113978507,0.30770730725806206,0.046949261761594016,0.18439377721034925,296.19989135192816
Zaporizka,2019,4,278.1271542659374,0.48579640469824575,0.28408329074872846,0.04365116169680518,0.1706846031263324,299.8568633695911
Zhytomyrska,2019,4,253.7097262727677,0.4057775250552895,0.23783172915233391,0.03015620319631576,0.1281598579944842,287.88492034223583
