region_name,year,month,LST_Night,EVI,LAI,LST_Day,NDVI,FPAR
Dnipropetrovska,2017,6,288.65478816183463,0.3519119836266017,0.051518200251157324,299.89250076650944,0.5282660045198467,0.20328029890966737
Donetska,2017,6,288.0181905731738,0.3360919768261122,0.05880786502821616,291.5379356537301,0.5295887004608332,0.21082689252442
Ivano_Frankivska,2017,6,287.0449246783895,0.4864506226033676,0.12273321986681662,297.94652570372523,0.6310794722599097,0.2852560636946842
Kharkivska,2017,6,286.9803843557018,0.37018226675666444,0.07156409599315985,295.32469824437555,0.5637886006366116,0.22929753068593406
Khersonska,2017,6,288.7653369875134,0.25518966642632634,0.041637937478690684,302.78405839442854,0.38832912773535017,0.16647927181471253
Khmelnytska,2017,6,286.68093992734964,0.4708110398847268,0.11233134259942175,293.3364530883879,0.6357666491852012,0.2702989900154927
Kirovohradska,2017,6,287.81346754129174,0.350970008563201,0.06310935251792513,304.8530885060685,0.5307710832336955,0.21643451738027156
Luhanska,2017,6,284.47335367977576,0.32698097662578246,0.06600942960708339,292.6494482117758,0.5283569225715902,0.2179358709312797
Lvivska,2017,6,285.848994771869,0.46933455198189883,0.11532683245204002,297.05565255828844,0.614641333288665,0.2782427385500895
Mykolaivska,2017,6,288.3703283896934,0.29861243564539286,0.05050534562495101,306.0898819251507,0.4548528667161035,0.19311084693338693
Odeska,2017,6,289.2683995684753,0.3300762170510738,0.06803031181024304,303.16048631123505,0.4688696859519295,0.21934750209044343
Poltavska,2017,6,287.06669493383936,0.38262058522553083,0.07402230592980448,280.086754207287,0.5795600650369802,0.22700645696732255
Rivnenska,2017,6,285.8937346578424,0.4565565867732545,0.10149010035560839,297.30641682998794,0.6108186504394388,0.2607854525739531
Sumska,2017,6,286.2073468390947,0.42777507513772456,0.0907443776629872,291.99602596835257,0.6090176387895809,0.24523442438397378
Ternopilska,2017,6,286.6402104201449,0.4844332415978911,0.12601107978073667,297.8665879870371,0.6418809624727709,0.28676402265952494
Vinnytska,2017,6,286.4671683768187,0.434523551470452,0.10040690235978805,300.26375308143054,0.5932152242530289,0.2615146598585421
Volynska,2017,6,285.5949518951144,0.446757880852586,0.10040382795953459,295.5330346489911,0.5968956310619348,0.26345461228491307
Zakarpatska,2017,6,287.04719544075544,0.3907540070561934,0.08061893361422198,301.0748284229581,0.5487882287709113,0.24688709536071032
Zaporizka,2017,6,289.0825729127525,0.2951856234620242,0.04734939321146465,298.9597668160007,0.45270267356026994,0.1863365943102935
Zhytomyrska,2017,6,285.9116137798756,0.39635238003711,0.08532306337025877,298.42819247707854,0.564065784662005,0.2443976575331052
Avtonomna_Respublika_Krym,2017,5,282.93872370171437,0.32962170299892757,0.07562803543628534,300.8764996227547,0.5056325197350063,0.23279333326272994
Cherkaska,2017,5,282.3274345033912,0.31280417574035946,0.05656356758947511,302.75390422872493,0.4866378839717307,0.18445292146736922
Chernihivska,2017,5,281.27416046838704,0.30579885702368514,0.054128916337197804,298.3455264316012,0.46526158505446535,0.17836148894111015
Chernivetska,2017,5,283.37386514454056,0.3520078287184728,0.07345063680447088,300.5192430489144,0.5246490292680623,0.21417855159306334
Dnipropetrovska,2017,5,282.54427380613106,0.28342652070336305,0.04523433643085757,304.2310106338448,0.4831219198324217,0.17417177788976804
Donetska,2017,5,281.3246137505075,0.3354716841132663,0.05940281047550368,290.11874240440574,0.5356534399927269,0.20515157330807354
Ivano_Frankivska,2017,5,282.3897146673024,0.4196871060408817,0.09497855060800636,295.8423601175666,0.5818480375501245,0.24738812642015978
Kharkivska,2017,5,278.8756042805879,0.300560242727897,0.05329260612336749,303.58562277610366,0.5140019748390066,0.18151020500116916
Khersonska,2017,5,282.73830638909163,0.2950181185881556,0.06407983912834563,301.92719159024983,0.4594194702393649,0.21035494948966585
Khmelnytska,2017,5,282.29361430641563,0.34220219862408957,0.0647933390902823,299.25577436025753,0.5167483553882952,0.19635195686067541
Kirovohradska,2017,5,272.6821597864353,0.2666129432294402,0.044412294327063534,304.9332098132245,0.4597188269768047,0.1611209725936519
Luhanska,2017,5,275.06062535737453,0.3181710556843125,0.06210098731793857,289.7266345061711,0.5202734393459217,0.20230682221298052
Lvivska,2017,5,280.2504035737328,0.43236661624721984,0.09258141479810404,286.29820262941365,0.575793074911581,0.24157049833674224
Mykolaivska,2017,5,273.46313532907055,0.3086535691097544,0.06439241620664889,300.7775637519581,0.5074640598547999,0.21005294328759677
Odeska,2017,5,284.0856305412287,0.40690346292406465,0.1039666372993011,296.4202798847895,0.5880064718369333,0.26369292100020975
Poltavska,2017,5,283.14096671562856,0.2688975800750796,0.046088843543592516,304.7654525197472,0.46095476578544714,0.1616473472420133
Rivnenska,2017,5,281.89870456545117,0.36685056171074193,0.06771079505702604,295.7315866746179,0.5120299396598804,0.20647990175774264
Sumska,2017,5,281.4945890130943,0.301366622025403,0.05708459088256889,301.1274923753296,0.4835881970181892,0.18623887441158732
Ternopilska,2017,5,282.59117491464264,0.37325321232994674,0.07044865735012792,293.3292574553322,0.539612734358883,0.20837972991351908
Vinnytska,2017,5,283.3067940155804,0.3550276864102804,0.07164774381078776,298.9072955537201,0.5308343122996502,0.21155500185942666
Volynska,2017,5,281.89913308456477,0.3974709707909397,0.07473467398128947,296.530180566081,0.530327996912926,0.2223300300047281
Zakarpatska,2017,5,283.639923672917,0.3835632581907253,0.08447312439421063,299.11617165160544,0.5366832532328958,0.24491833084521186
Zaporizka,2017,5,282.3655390320668,0.3076842421400302,0.06283537869062603,302.4533426914975,0.49668377095735533,0.2124870662362256
Zhytomyrska,2017,5,282.0518353996181,0.31241542920815896,0.05376887960544051,300.82316044938153,0.4800252698069704,0.18444983128104245
