region_name,year,month,NDVI,EVI,FPAR,LST_Night,LAI,LST_Day
Vinnytska,2011,9,0.34862965291370773,0.19149809362771206,0.15613069534899487,281.74307111179644,0.03134961351599937,298.96525511222245
Volynska,2011,9,0.43486447516990745,0.26256554065111376,0.19919618423539984,281.7669548544933,0.0413913525693664,295.6308216828671
Zakarpatska,2011,9,0.41990229368701365,0.24523303002910277,0.18596541243627718,283.3138253298875,0.03842156716430074,299.10812372945765
Zaporizka,2011,9,0.27080232022113065,0.11975171161441428,0.07920276451034629,282.5883766158846,0.01266359026139608,302.5847230718328
Zhytomyrska,2011,9,0.3898121511357052,0.22773585527642354,0.17663714775040237,280.6140049147004,0.03538568610759145,282.1148342831901
Avtonomna_Respublika_Krym,2011,3,0.3384376069269232,0.19543497819221736,0.09551256743743458,270.7375057325134,0.016924292028155787,279.02043879581095
Cherkaska,2011,3,0.2847591438030326,0.13043950537542603,0.061970034336863856,270.81183683702,0.010323340085483605,280.2766104062255
Chernihivska,2011,3,0.2700391232266864,0.12201954002341826,0.054277959440675996,262.00890334530555,0.008837140693039463,272.2767063310341
Chernivetska,2011,3,0.3084117220827102,0.14843506983755173,0.06931963403879976,224.18421039585755,0.012252876722386816,283.1345839256346
Dnipropetrovska,2011,3,0.271486323159033,0.11211147701427127,0.048889934284694986,269.9731806148469,0.007215392065843418,269.20700638897614
Donetska,2011,3,0.24405881156950335,0.10203244399314913,0.04120257969027101,269.7422859007378,0.006545655444874641,274.4313402829977
Ivano_Frankivska,2011,3,0.30872630029774994,0.15521940306264884,0.071563908384056,215.15985846203418,0.012112450763990833,277.7534006083314
Kharkivska,2011,3,0.24489914284916764,0.09440183731091505,0.04381470221560349,264.3703756373034,0.007105246919002831,265.4640135550744
Khersonska,2011,3,0.28351086682395255,0.14799784585275536,0.06790966486271455,270.1828544993638,0.011590674398682216,272.14356260174253
Khmelnytska,2011,3,0.28153053409554224,0.13301233687171027,0.05488663819491663,223.86142341326993,0.009165271198935725,269.3359522018679
Kirovohradska,2011,3,0.2541691737165478,0.11267990298326312,0.05243509424274323,269.866866756137,0.00843770847927081,278.3191519462663
Luhanska,2011,3,0.20424696219795366,0.08304739095209764,0.029862391386878163,267.16972980032506,0.004844685649346652,275.7116488111339
Lvivska,2011,3,0.3022242752537272,0.16009097440088732,0.07611129268144094,254.60588863568717,0.012561936199925202,257.8735643870687
Mykolaivska,2011,3,0.2752872481840606,0.13034374376896798,0.06191542319656967,270.8985782189461,0.010025592486809199,278.658272551916
Odeska,2011,3,0.3036070157125595,0.15130443953466696,0.0712388851836207,268.1789318637521,0.012103539052127727,272.4798134378862
Poltavska,2011,3,0.2672373913817781,0.10501819151859167,0.049090061504424236,270.209482416308,0.007848394831415367,275.4598702723059
Rivnenska,2011,3,0.26980258446955313,0.1405728317900127,0.0679145089880196,261.66449265742085,0.011319831456472378,248.55739555271032
Sumska,2011,3,0.2353010626087079,0.0934545450673057,0.03786276557302415,267.4445314306309,0.0063961775972058,265.12481039225213
Ternopilska,2011,3,0.2708259211656615,0.12027938371677603,0.05123728558385414,225.69909036427194,0.008608899367844978,262.2357203334636
Vinnytska,2011,3,0.2840763938554156,0.13655491744291168,0.06273033095618404,266.23016822817,0.010236749584425008,279.6014087082133
Volynska,2011,3,0.285996102938166,0.1501394225601352,0.07323689781279959,267.9387816706713,0.011881865979523034,247.65926136915624
Zakarpatska,2011,3,0.3309322471148172,0.19301804825799904,0.10394732187193464,214.31421043988541,0.017879832857182407,288.2474156997726
Zaporizka,2011,3,0.2560164604793694,0.10927354618105276,0.044875561047361054,269.79332359379214,0.007193436567985374,277.31985530414397
Zhytomyrska,2011,3,0.2776078774973023,0.1361632259725592,0.06345047067552796,263.68884798616205,0.010249431031001973,276.2218258723889
Avtonomna_Respublika_Krym,2011,10,0.22522827576612287,0.1034399378142069,0.0518830766342576,258.9796471067241,0.006864887470551927,261.2614227096256
Cherkaska,2011,10,0.29793386807818023,0.13544869740743803,0.09655336314751133,272.2443705368663,0.014000912675481909,266.82770183232583
Chernihivska,2011,10,0.34071447465418786,0.17371031610291035,0.10815088652157738,271.3764840125235,0.01682483261622856,254.24931377246648
Chernivetska,2011,10,0.289584089189394,0.14349088258538562,0.0900754807337952,272.8485078060482,0.013290091925262476,214.17893168761944
Dnipropetrovska,2011,10,0.24410290278443292,0.0991659228535702,0.05301448660470368,270.2946790094563,0.006455011471999821,286.54852373265027
Donetska,2011,10,0.2606370870989988,0.09482718285976705,0.04969649848343239,272.6195709549024,0.006481221721081017,244.26506644635455
Ivano_Frankivska,2011,10,0.3586796075097077,0.19043271457618363,0.12059786492670085,272.5781840102419,0.020182576130785293,226.5110615557027
Kharkivska,2011,10,0.27991388708140263,0.09835344967297893,0.06135500300650455,271.94330855138855,0.008458967765045022,284.50864498534355
Khersonska,2011,10,0.2252849632210127,0.1030285883893607,0.05758792335857472,272.0946250955306,0.007342698700011939,279.18488497392923
Khmelnytska,2011,10,0.2781798886294181,0.12944939905193362,0.07426323889821586,272.0794928744741,0.010355484419177989,221.43346072776032
Kirovohradska,2011,10,0.25167830853472856,0.10322426058007951,0.06259200525334321,271.20940102139406,0.007999563759002829,280.100914827242
Luhanska,2011,10,0.3112226682420214,0.12632851948051113,0.0669929676132586,271.8670640216727,0.008940795583719527,252.14745765072416
Lvivska,2011,10,0.3816530933801249,0.20290451955396382,0.14206844969273877,272.6910925953463,0.022760348220496142,248.9658370424724
Mykolaivska,2011,10,0.2243372050288987,0.08822713537361969,0.04661796199717295,272.0305336750113,0.005795167231216271,274.55342342995266
Odeska,2011,10,0.2378574541600911,0.10043556025817739,0.05753481356951594,272.6798967579776,0.007387965572046319,289.6744400356561
Poltavska,2011,10,0.2645880269972051,0.11380488418295025,0.06771900371319957,269.3667942456183,0.009023228053971696,284.846124005822
Rivnenska,2011,10,0.3199396998217622,0.17636534889103386,0.1228592410908493,268.3306464500195,0.01860095671148374,251.44366790196847
Sumska,2011,10,0.31713458933449246,0.14063752458301007,0.09351536887094387,267.112943468016,0.013390732688189948,281.5426898733802
Ternopilska,2011,10,0.29382964331202416,0.14133430464707072,0.08572256022024284,270.3577591150754,0.01277923379388408,220.20532729575092
Vinnytska,2011,10,0.28094159391315615,0.12893819511133575,0.0853547490793579,272.33177184322227,0.01188806448328976,229.70488339405478
Volynska,2011,10,0.3461852829233727,0.1868448571135237,0.12963949317856122,272.88075124220734,0.019235396158636155,259.67534225434133
Zakarpatska,2011,10,0.2939273465405022,0.15344885253063692,0.1231505946481263,272.5556604468421,0.01675348668025356,287.6383445690871
Zaporizka,2011,10,0.24155889296005606,0.10018181487826928,0.0509869922608557,272.61493881394244,0.006378279083188173,265.9210746855592
Zhytomyrska,2011,10,0.32441684425538186,0.15916240795587322,0.09607086553227662,271.5118554752319,0.014212199817866282,223.01344786768817
Avtonomna_Respublika_Krym,2011,4,0.48219744488817234,0.31288674060464455,0.17529585595850306,267.1710140603221,0.04729262683567231,260.46352561872226
Cherkaska,2011,4,0.37944295147034274,0.213034772314249,0.10584206376382237,268.78103364817247,0.024045536298476302,255.89615090726596
Chernihivska,2011,4,0.3866044025280964,0.21763679783392506,0.10769537248016897,269.9333406391682,0.022674980303411148,253.36002417891714
Chernivetska,2011,4,0.43760994923301055,0.261649663056704,0.15111364800909222,249.87330806544725,0.03902787191910106,260.0351604400498
Dnipropetrovska,2011,4,0.3648542116576985,0.18565941151544427,0.08769441430037297,270.0931806005683,0.017351724954676087,257.2988040397131
Donetska,2011,4,0.3545368938575434,0.17233542198483293,0.0754727603404474,276.0011717776576,0.014755740776887842,278.2950336452307
Ivano_Frankivska,2011,4,0.4841263714216001,0.3066721529422972,0.16920370233009466,267.6264541460432,0.042721878241031144,266.79750943458646
Kharkivska,2011,4,0.34471562000622535,0.15875310936628625,0.07340812414637173,266.53118283656056,0.014338778815480525,255.71131892393356
Khersonska,2011,4,0.39809293671957663,0.23872098300628108,0.13132355646573338,275.67393432210406,0.031875429214477245,258.83193116071834
Khmelnytska,2011,4,0.43150481437604127,0.24633644108765626,0.1290303016641506,183.99223811485874,0.030782570317994907,253.7142965510324
Kirovohradska,2011,4,0.3561041852655795,0.1855309463663729,0.09458928908008905,271.28413029723436,0.02040732558016692,273.2910491960538
Luhanska,2011,4,0.33895426871304746,0.16096065670329907,0.07299832914063112,276.38499037784203,0.014342874361495334,285.54823887352137
Lvivska,2011,4,0.48949360674319653,0.31266017153006154,0.16400333096473657,272.9268325277009,0.04136409588053347,257.8970286024655
Mykolaivska,2011,4,0.402973438748361,0.22310984948218174,0.1167451686222117,273.0272868319885,0.026856036303078278,242.38749076690686
Odeska,2011,4,0.46617176075006234,0.2704819529569777,0.14813289284780026,269.23849871234177,0.03837279964831944,271.4014945005957
Poltavska,2011,4,0.35106483089393015,0.1781579310886726,0.08149755052135176,272.43411771723015,0.016868977180887087,256.51683667454256
Rivnenska,2011,4,0.41911322483511443,0.2642973073727112,0.13322060479770748,225.00914526256855,0.031451987272701105,233.27250470399858
Sumska,2011,4,0.37503881665851696,0.1968691306743663,0.09369493340455316,275.8011773788121,0.018775060216374862,265.3107955187545
Ternopilska,2011,4,0.4168489918293428,0.23852262210790146,0.12567832709543095,245.97857438485167,0.028792242879519852,251.59252116213796
Vinnytska,2011,4,0.392521104652303,0.23311196083588054,0.11696810453473938,218.64301042779104,0.02749338688610539,243.52829672527386
Volynska,2011,4,0.4394100408548205,0.2771328062523408,0.14236023749082602,256.1500574059723,0.03272321479572122,247.02674092883635
Zakarpatska,2011,4,0.4685178653009308,0.32929854072878983,0.19386760995309021,277.72236023814,0.04887089044138876,295.71502198218104
Zaporizka,2011,4,0.3520249936741923,0.18135277613447343,0.09221313140292572,272.84460528919607,0.01925498896990373,267.029222041635
Zhytomyrska,2011,4,0.39814992023776696,0.2318555426071772,0.11301295584225146,232.91795907813562,0.02433385682106711,230.6035622968341
Avtonomna_Respublika_Krym,2011,5,0.5273492695067974,0.3493117411031059,0.25204274739817334,283.4561969738631,0.0907183905131927,298.38525984217637
Cherkaska,2011,5,0.5254725882927263,0.3432556958536499,0.22235078180222428,283.9954218739745,0.07548853530978297,304.02202408223167
Chernihivska,2011,5,0.5017842644859903,0.3218643459022222,0.21742269040308165,284.3050337112146,0.06969908831589602,303.67050045576593
Chernivetska,2011,5,0.5458076342836866,0.3676080338614602,0.23832298647242425,284.77699088062025,0.08499747823875,301.11520995294086
Dnipropetrovska,2011,5,0.4677079651791945,0.2739127125091772,0.1790465773260063,285.35368036716585,0.04566255719588031,306.8698120194937
Donetska,2011,5,0.5102238678136727,0.30060071640097497,0.1985705961003389,285.08526444747923,0.056344460938605234,304.8831078519615
